,,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,System,System,System
2026-06-02,06:54:07.831,   97.73,  239.39,   97.91,  238.61,   97.77,  239.35,   86.57,  239.41,   86.10,  239.25,   86.90,  238.83,  552.99, 1434.85,     18560, 1987.83,   28.49,   40.82,   28.23,   40.48,   29.05,   41.45,   27.45,   40.18,   27.40,   40.19,   26.92,   39.48,  167.54,  242.59,     18440,  410.13,    720.53,   1677.43,   2397.96
2026-06-02,06:54:07.884,  132.33,  263.00,  131.49,  261.26,  131.77,  262.69,  119.14,  262.65,  119.14,  262.78,  117.89,  261.74,  751.75, 1574.10,     18800, 2325.85,   43.91,   45.30,   43.02,   44.80,   44.43,   46.17,   42.22,   45.12,   41.99,   44.61,   41.56,   43.92,  257.13,  269.92,     18820,  527.05,   1008.88,   1844.02,   2852.90
2026-06-02,06:54:07.931,  146.31,  199.14,  145.91,  198.44,  146.63,  198.90,  133.07,  196.99,  133.02,  197.60,  132.80,  196.44,  837.73, 1187.51,     18740, 2025.25,   28.08,   37.30,   28.03,   36.96,   28.50,   37.80,   27.28,   36.87,   27.53,   37.09,   27.07,   36.35,  166.49,  222.36,     18720,  388.85,   1004.23,   1409.87,   2414.10
2026-06-02,06:54:07.981,   98.15,  242.58,   98.26,  241.98,   98.45,  241.87,   87.44,  242.35,   87.64,  242.76,   87.42,  242.01,  557.35, 1453.54,     18820, 2010.89,   34.64,   45.38,   34.35,   45.08,   35.00,   45.84,   32.88,   44.87,   32.58,   44.62,   32.26,   43.88,  201.72,  269.67,     18820,  471.40,    759.07,   1723.22,   2482.29
2026-06-02,06:54:08.036,   34.74,  180.98,   33.90,  179.82,   34.39,  180.35,   23.86,  178.62,   23.91,  179.17,   23.45,  178.44,  174.25, 1077.38,     18820, 1251.63,   26.25,   38.21,   25.49,   37.36,   26.34,   38.88,   24.65,   37.86,   24.68,   38.23,   24.25,   37.74,  151.65,  228.28,     18800,  379.93,    325.90,   1305.66,   1631.56
2026-06-02,06:54:08.081,   95.36,  240.46,   94.58,  239.90,   95.34,  241.26,   84.56,  241.00,   84.70,  240.11,   84.07,  240.01,  538.61, 1442.74,     18540, 1981.35,   31.88,   40.30,   31.53,   39.53,   32.24,   40.55,   30.79,   38.87,   30.79,   38.96,   30.60,   38.54,  187.83,  236.76,     18520,  424.59,    726.44,   1679.50,   2405.94
2026-06-02,06:54:08.132,   72.96,  171.11,   72.91,  171.04,   72.91,  170.90,   63.11,  170.34,   62.52,  169.91,   62.43,  170.24,  406.84, 1023.55,     18860, 1430.39,   23.34,   35.76,   23.30,   35.70,   23.34,   36.20,   22.42,   36.00,   22.63,   36.16,   22.11,   35.39,  137.15,  215.21,     19080,  352.36,    543.99,   1238.76,   1782.75
2026-06-02,06:54:08.183,   63.94,  226.39,   63.17,  225.28,   63.55,  226.19,   53.89,  225.98,   53.95,  226.35,   53.36,  225.86,  351.86, 1356.07,     18720, 1707.93,   32.23,   46.30,   31.60,   45.60,   32.69,   46.84,   30.52,   45.28,   30.55,   45.52,   29.90,   44.67,  187.49,  274.20,     18760,  461.69,    539.35,   1630.27,   2169.62
2026-06-02,06:54:08.233,   27.72,  172.62,   26.62,  171.94,   27.57,  173.22,   19.65,  171.58,   19.66,  170.86,   19.42,  170.80,  140.62, 1031.02,     18800, 1171.64,   25.70,   33.11,   25.02,   32.60,   25.68,   33.35,   24.29,   32.70,   24.19,   32.87,   23.67,   32.16,  148.55,  196.79,     18840,  345.34,    289.17,   1227.81,   1516.98
2026-06-02,06:54:08.283,  116.03,  247.77,  115.48,  247.38,  115.83,  247.62,  103.44,  247.11,  104.01,  247.61,  104.51,  247.16,  659.29, 1484.65,     18740, 2143.94,   33.33,   39.14,   33.04,   38.87,   33.47,   39.61,   32.21,   38.29,   32.36,   38.23,   32.11,   37.68,  196.52,  231.83,     18680,  428.35,    855.81,   1716.48,   2572.29
2026-06-02,06:54:08.333,   97.06,  195.46,   96.81,  194.11,   96.62,  195.01,   83.38,  193.94,   83.06,  194.53,   82.82,  193.83,  539.75, 1166.87,     18760, 1706.63,   26.76,   33.59,   26.66,   33.54,   27.01,   34.00,   25.31,   33.56,   25.31,   33.87,   24.84,   33.05,  155.88,  201.60,     18800,  357.48,    695.63,   1368.47,   2064.11
2026-06-02,06:54:08.385,   86.00,  224.90,   85.07,  224.45,   86.18,  225.04,   76.78,  224.86,   76.76,  223.90,   75.91,  223.68,  486.70, 1346.85,     18480, 1833.54,   19.08,   29.12,   18.76,   28.78,   19.13,   29.55,   17.08,   28.16,   17.19,   28.08,   17.09,   27.56,  108.32,  171.26,     18340,  279.58,    595.02,   1518.10,   2113.12
2026-06-02,06:54:08.433,   52.26,  216.47,   52.15,  215.85,   52.64,  216.70,   41.07,  215.02,   41.37,  215.23,   41.07,  214.71,  280.56, 1293.99,     19000, 1574.54,   27.82,   39.58,   27.62,   39.05,   28.48,   39.96,   27.02,   39.14,   27.10,   39.22,   26.79,   38.59,  164.82,  235.53,     18860,  400.35,    445.38,   1529.52,   1974.90
2026-06-02,06:54:08.483,   90.13,  197.99,   90.00,  197.69,   90.34,  198.27,   78.44,  196.42,   78.41,  196.84,   78.22,  196.67,  505.55, 1183.87,     18760, 1689.42,   29.44,   39.66,   29.45,   39.86,   29.84,   40.71,   28.21,   39.60,   28.16,   39.49,   28.15,   38.98,  173.25,  238.31,     18720,  411.56,    678.80,   1422.18,   2100.98
2026-06-02,06:54:08.537,   79.42,  203.21,   79.52,  203.16,   78.99,  202.97,   68.91,  203.32,   68.32,  203.04,   68.08,  203.46,  443.24, 1219.16,     18740, 1662.40,   27.51,   41.45,   26.83,   40.66,   27.61,   41.81,   25.44,   40.34,   25.44,   40.59,   25.18,   39.98,  158.00,  244.84,     18780,  402.84,    601.25,   1464.00,   2065.24
2026-06-02,06:54:08.583,  106.51,  218.33,  105.86,  216.91,  106.82,  217.34,   96.87,  216.25,   96.76,  216.74,   96.21,  216.17,  609.04, 1301.74,     18560, 1910.78,   35.28,   45.71,   34.68,   45.18,   35.67,   46.30,   33.26,   44.76,   33.38,   45.19,   33.07,   44.48,  205.34,  271.63,     18500,  476.97,    814.38,   1573.37,   2387.75
2026-06-02,06:54:08.633,   38.81,  198.41,   38.45,  198.53,   38.73,  199.13,   27.43,  198.42,   27.58,  198.34,   27.29,  198.28,  198.28, 1191.10,     18820, 1389.38,   21.34,   33.55,   21.25,   33.57,   21.65,   34.01,   20.89,   33.49,   21.03,   33.39,   20.54,   32.98,  126.69,  200.99,     18760,  327.68,    324.97,   1392.09,   1717.06
2026-06-02,06:54:08.684,   42.68,  184.67,   41.68,  183.30,   42.57,  184.05,   32.78,  182.00,   33.60,  182.44,   33.19,  181.78,  226.50, 1098.24,     18720, 1324.74,   30.44,   37.44,   29.92,   36.81,   30.42,   37.87,   28.68,   36.88,   28.32,   36.38,   28.32,   35.98,  176.10,  221.35,     18720,  397.45,    402.60,   1319.60,   1722.20
2026-06-02,06:54:08.734,  143.56,  258.52,  143.34,  257.50,  143.62,  258.30,  130.61,  257.76,  130.28,  257.83,  130.72,  257.22,  822.14, 1547.14,     18800, 2369.27,   33.94,   49.88,   33.80,   49.62,   34.57,   50.82,   32.17,   49.42,   32.11,   49.44,   32.18,   49.05,  198.77,  298.24,     18760,  497.01,   1020.91,   1845.38,   2866.28
2026-06-02,06:54:08.784,   82.32,  203.46,   81.90,  202.32,   82.02,  202.87,   69.43,  201.48,   69.35,  201.51,   69.13,  201.22,  454.15, 1212.86,     18720, 1667.01,   29.35,   38.09,   29.22,   37.71,   29.68,   38.75,   28.16,   38.01,   28.02,   38.11,   27.69,   37.45,  172.12,  228.13,     18740,  400.25,    626.28,   1440.99,   2067.26
2026-06-02,06:54:08.834,  118.78,  230.84,  118.65,  229.91,  118.48,  230.23,  105.11,  228.19,  105.32,  229.20,  105.70,  227.98,  672.04, 1376.35,     18720, 2048.40,   30.20,   41.18,   29.95,   40.60,   30.32,   41.05,   29.15,   40.27,   28.95,   40.26,   28.67,   39.65,  177.24,  243.00,     18760,  420.24,    849.28,   1619.36,   2468.64
2026-06-02,06:54:08.884,  124.36,  227.15,  124.22,  225.95,  124.49,  227.13,  115.51,  226.12,  115.50,  225.97,  115.27,  226.12,  719.35, 1358.44,     18840, 2077.79,   44.38,   48.68,   43.59,   47.53,   44.69,   48.73,   42.14,   47.11,   41.48,   47.04,   41.65,   46.66,  257.93,  285.74,     18820,  543.67,    977.28,   1644.18,   2621.46
2026-06-02,06:54:08.934,  137.11,  217.44,  135.49,  215.53,  136.13,  216.41,  121.06,  215.20,  121.77,  214.97,  120.61,  214.72,  772.15, 1294.27,     18720, 2066.43,   30.77,   40.20,   30.18,   39.35,   30.96,   40.88,   29.00,   39.36,   29.12,   39.63,   28.42,   38.80,  178.45,  238.22,     18580,  416.67,    950.61,   1532.50,   2483.10
2026-06-02,06:54:08.983,  116.37,  213.91,  115.99,  213.85,  116.36,  214.75,  105.69,  213.67,  105.71,  213.82,  105.40,  212.82,  665.52, 1282.81,     18540, 1948.33,   30.94,   35.20,   30.76,   35.12,   31.18,   35.65,   29.79,   34.78,   29.84,   34.95,   29.79,   34.40,  182.30,  210.11,     18480,  392.41,    847.83,   1492.92,   2340.75
2026-06-02,06:54:09.034,   81.45,  250.02,   80.88,  249.31,   80.91,  249.95,   68.04,  249.48,   68.07,  249.77,   67.47,  248.53,  446.81, 1497.06,     18800, 1943.86,   27.34,   40.78,   26.74,   40.15,   27.72,   41.27,   25.80,   39.98,   25.96,   40.19,   25.77,   39.68,  159.33,  242.05,     18820,  401.37,    606.13,   1739.10,   2345.24
2026-06-02,06:54:09.085,   93.80,  180.92,   92.96,  180.42,   93.81,  180.89,   84.20,  180.23,   83.80,  179.90,   83.33,  179.63,  531.90, 1081.97,     18980, 1613.87,   24.90,   30.84,   24.77,   30.22,   25.65,   31.71,   23.92,   30.64,   23.97,   30.95,   23.84,   30.58,  147.06,  184.93,     19060,  331.99,    678.96,   1266.90,   1945.86
2026-06-02,06:54:09.135,   48.52,  179.64,   48.14,  179.03,   48.41,  179.31,   37.87,  178.55,   38.12,  178.43,   37.49,  178.06,  258.55, 1073.02,     18740, 1331.58,   18.63,   30.62,   18.09,   30.02,   18.17,   30.38,   16.33,   29.50,   16.60,   29.53,   16.13,   28.38,  103.95,  178.43,     18720,  282.39,    362.50,   1251.46,   1613.96
2026-06-02,06:54:09.185,   67.43,  195.27,   66.90,  195.22,   67.50,  195.96,   59.08,  195.70,   59.25,  195.02,   58.96,  195.24,  379.12, 1172.41,     18740, 1551.53,   26.29,   36.90,   26.24,   36.77,   26.76,   37.50,   25.31,   36.43,   25.39,   36.57,   25.05,   35.94,  155.04,  220.12,     18760,  375.16,    534.16,   1392.53,   1926.69
2026-06-02,06:54:09.235,   95.31,  206.88,   95.16,  206.29,   95.12,  206.70,   81.30,  205.00,   81.24,  205.04,   80.89,  204.62,  529.03, 1234.53,     18740, 1763.56,   30.33,   42.89,   29.85,   41.95,   30.43,   43.15,   28.34,   42.04,   28.33,   41.85,   28.11,   41.12,  175.40,  252.99,     18740,  428.39,    704.43,   1487.52,   2191.95
2026-06-02,06:54:09.287,  113.02,  239.30,  112.06,  237.78,  112.87,  238.72,  100.42,  236.64,  100.39,  237.58,  100.30,  236.63,  639.06, 1426.65,     18740, 2065.71,   38.01,   50.66,   37.36,   50.04,   38.23,   51.28,   35.34,   49.52,   35.57,   49.84,   35.10,   49.28,  219.60,  300.62,     18760,  520.23,    858.66,   1727.27,   2585.94
2026-06-02,06:54:09.335,   59.60,  220.64,   59.04,  220.77,   59.77,  221.79,   51.14,  222.68,   51.16,  221.97,   50.24,  221.51,  330.95, 1329.36,     18480, 1660.31,   27.00,   37.27,   27.04,   37.10,   27.14,   37.66,   26.39,   36.94,   26.08,   36.62,   25.99,   36.21,  159.65,  221.81,     18440,  381.46,    490.60,   1551.17,   2041.76
2026-06-02,06:54:09.385,   98.07,  241.75,   97.49,  240.71,   97.30,  241.16,   84.23,  241.37,   84.66,  241.38,   84.37,  240.36,  546.10, 1446.73,     18880, 1992.83,   31.68,   43.58,   31.31,   42.96,   31.95,   43.79,   29.74,   42.69,   29.98,   42.94,   29.47,   42.14,  184.12,  258.10,     18820,  442.22,    730.23,   1704.83,   2435.06
2026-06-02,06:54:09.435,  133.89,  189.67,  133.66,  189.11,  134.37,  189.92,  124.27,  188.84,  123.59,  188.67,  123.43,  188.39,  773.23, 1134.61,     18780, 1907.84,   38.48,   46.29,   37.83,   45.48,   38.62,   46.50,   36.00,   44.87,   35.76,   44.74,   35.88,   44.43,  222.57,  272.32,     18540,  494.88,    995.79,   1406.93,   2402.72
2026-06-02,06:54:09.485,   67.64,  193.49,   67.12,  192.82,   67.52,  193.40,   55.18,  191.83,   55.40,  192.16,   54.45,  191.00,  367.32, 1154.70,     18900, 1522.01,   30.85,   42.60,   30.79,   42.21,   30.95,   42.89,   29.12,   41.87,   29.31,   42.24,   28.92,   41.46,  179.95,  253.26,     18840,  433.21,    547.27,   1407.96,   1955.22
2026-06-02,06:54:09.535,   48.70,  215.37,   48.17,  215.04,   48.83,  214.61,   38.71,  213.77,   39.13,  214.08,   38.55,  214.42,  262.09, 1287.30,     18440, 1549.39,   25.84,   36.46,   25.68,   35.93,   26.26,   36.80,   24.83,   35.97,   24.93,   36.13,   24.63,   35.57,  152.19,  216.86,     18440,  369.04,    414.28,   1504.16,   1918.44
2026-06-02,06:54:09.585,  105.69,  236.92,  105.88,  236.01,  105.64,  236.99,   93.37,  235.64,   93.55,  235.26,   93.64,  234.89,  597.78, 1415.70,     18840, 2013.48,   33.68,   42.64,   32.86,   41.80,   33.80,   43.30,   31.53,   41.19,   31.75,   41.45,   31.45,   40.95,  195.06,  251.33,     18800,  446.39,    792.84,   1667.03,   2459.88
2026-06-02,06:54:09.636,  111.00,  224.58,  111.25,  223.89,  110.79,  224.13,   98.22,  223.66,   97.53,  224.02,   97.85,  223.73,  626.64, 1344.00,     18940, 1970.64,   29.37,   42.04,   28.59,   41.18,   29.48,   42.32,   27.39,   41.19,   27.49,   41.18,   27.06,   40.77,  169.37,  248.67,     18840,  418.04,    796.01,   1592.67,   2388.68
2026-06-02,06:54:09.685,  104.76,  235.55,  105.86,  236.01,  105.64,  236.06,   92.58,  234.67,   91.59,  234.09,   92.12,  234.44,  592.55, 1410.82,     18440, 2003.36,   30.48,   38.69,   30.35,   38.33,   30.67,   39.07,   29.47,   38.30,   29.35,   38.05,   29.11,   37.54,  179.43,  229.96,     18420,  409.39,    771.97,   1640.78,   2412.76
2026-06-02,06:54:09.735,  115.19,  241.79,  114.40,  241.11,  115.66,  241.80,  102.60,  240.51,  102.08,  240.67,  101.49,  239.95,  651.42, 1445.83,     18820, 2097.25,   33.85,   41.85,   33.15,   41.32,   34.02,   42.27,   31.84,   41.14,   31.78,   41.30,   31.26,   40.49,  195.90,  248.38,     18800,  444.27,    847.32,   1694.21,   2541.53
2026-06-02,06:54:09.786,  113.37,  237.32,  113.45,  236.31,  113.86,  236.68,  103.53,  236.01,  102.86,  235.81,  102.88,  235.89,  649.96, 1418.01,     18840, 2067.97,   32.27,   38.45,   31.50,   37.86,   32.23,   38.50,   30.31,   36.95,   30.43,   37.18,   30.27,   36.80,  187.01,  225.73,     18820,  412.74,    836.97,   1643.74,   2480.71
2026-06-02,06:54:09.836,   66.82,  185.82,   66.79,  185.31,   66.59,  185.41,   53.92,  184.59,   53.91,  184.61,   53.63,  183.86,  361.66, 1109.60,     18840, 1471.26,   15.98,   22.52,   15.87,   22.18,   16.37,   22.91,   15.45,   22.38,   15.40,   22.39,   15.28,   22.15,   94.36,  134.53,     18860,  228.89,    456.02,   1244.13,   1700.15
2026-06-02,06:54:09.886,  125.97,  221.83,  127.02,  221.19,  126.94,  221.47,  118.03,  221.21,  117.28,  221.60,  116.89,  221.12,  732.13, 1328.41,     18600, 2060.54,   29.08,   36.61,   28.31,   35.92,   29.06,   36.65,   26.97,   35.38,   27.04,   35.59,   26.63,   34.89,  167.09,  215.05,     18520,  382.14,    899.22,   1543.47,   2442.68
2026-06-02,06:54:09.937,  154.68,  216.80,  154.02,  216.36,  154.46,  217.07,  139.45,  214.80,  139.66,  215.04,  139.03,  214.74,  881.30, 1294.81,     18840, 2176.11,   33.38,   44.15,   32.69,   43.18,   33.26,   43.82,   30.94,   42.45,   31.11,   42.87,   30.92,   42.27,  192.30,  258.74,     18820,  451.04,   1073.60,   1553.55,   2627.15
2026-06-02,06:54:09.987,   99.48,  234.72,   98.96,  233.57,   99.70,  234.36,   88.79,  233.07,   88.38,  233.74,   88.36,  232.90,  563.67, 1402.35,     18840, 1966.02,   31.65,   41.99,   31.35,   41.37,   31.98,   42.37,   29.62,   40.87,   29.80,   41.13,   29.51,   40.58,  183.91,  248.30,     18840,  432.22,    747.59,   1650.65,   2398.24
2026-06-02,06:54:10.036,   59.71,  230.01,   59.86,  230.25,   59.80,  230.29,   50.87,  231.13,   51.10,  231.07,   50.98,  231.48,  332.32, 1384.23,     18460, 1716.55,   28.98,   37.32,   28.78,   37.03,   29.26,   37.48,   28.49,   37.04,   28.19,   36.68,   28.12,   36.53,  171.83,  222.07,     18600,  393.90,    504.14,   1606.30,   2110.45
2026-06-02,06:54:10.087,   69.79,  198.51,   69.47,  197.70,   68.93,  197.92,   54.80,  195.90,   55.03,  196.13,   54.98,  195.83,  372.99, 1181.98,     18980, 1554.97,   28.33,   40.88,   27.89,   40.17,   28.48,   41.28,   26.66,   39.90,   26.88,   40.36,   26.41,   39.64,  164.66,  242.22,     18840,  406.88,    537.65,   1424.21,   1961.86
2026-06-02,06:54:10.136,  133.86,  241.88,  134.46,  240.84,  134.50,  241.94,  122.82,  241.55,  122.03,  241.89,  122.70,  240.99,  770.37, 1449.09,     18460, 2219.45,   32.91,   43.71,   32.36,   43.12,   32.99,   43.92,   30.88,   42.78,   30.86,   42.85,   30.62,   42.19,  190.63,  258.56,     18500,  449.19,    960.99,   1707.65,   2668.64
2026-06-02,06:54:10.187,   58.32,  228.73,   58.62,  228.28,   59.33,  228.27,   48.34,  228.03,   48.10,  228.18,   47.76,  228.17,  320.48, 1369.66,     18840, 1690.13,   30.82,   40.12,   30.51,   39.92,   31.01,   40.34,   29.49,   39.48,   29.63,   39.60,   29.28,   39.16,  180.74,  238.63,     18820,  419.37,    501.22,   1608.28,   2109.51
2026-06-02,06:54:10.237,   54.24,  199.16,   54.43,  199.34,   54.42,  199.37,   44.00,  198.94,   43.77,  198.43,   43.28,  198.98,  294.14, 1194.22,     18980, 1488.37,   24.41,   37.25,   24.11,   36.77,   24.55,   37.41,   23.12,   36.79,   23.29,   36.76,   22.83,   35.87,  142.32,  220.86,     18860,  363.18,    436.47,   1415.08,   1851.55
2026-06-02,06:54:10.287,  106.98,  231.36,  106.99,  231.00,  107.76,  231.67,   94.77,  229.89,   94.94,  230.16,   95.13,  229.88,  606.58, 1383.95,     18480, 1990.53,   35.49,   50.15,   35.34,   49.84,   35.75,   50.32,   33.34,   48.82,   33.83,   49.33,   33.29,   48.80,  207.03,  297.25,     18400,  504.29,    813.61,   1681.21,   2494.82
2026-06-02,06:54:10.337,   92.96,  237.64,   93.33,  236.86,   93.85,  238.05,   84.62,  237.84,   83.72,  238.09,   83.87,  237.57,  532.35, 1426.06,     18940, 1958.40,   36.97,   40.12,   36.24,   39.50,   37.10,   40.34,   34.59,   38.83,   34.55,   38.76,   34.22,   38.70,  213.67,  236.26,     18840,  449.93,    746.02,   1662.32,   2408.33
2026-06-02,06:54:10.388,  108.79,  212.13,  109.56,  212.52,  109.17,  212.60,   94.96,  211.76,   94.56,  211.53,   95.73,  212.07,  612.77, 1272.62,     18900, 1885.39,   26.59,   39.08,   26.67,   38.69,   27.00,   39.19,   26.01,   38.53,   26.21,   38.67,   25.89,   38.03,  158.37,  232.19,     18920,  390.56,    771.14,   1504.81,   2275.94
2026-06-02,06:54:10.437,   79.38,  210.84,   78.99,  209.84,   79.85,  210.93,   69.88,  209.86,   69.32,  209.27,   68.74,  209.09,  446.16, 1259.84,     18580, 1706.00,   33.71,   39.11,   33.30,   38.67,   33.74,   39.49,   31.48,   38.47,   31.66,   38.57,   31.48,   38.38,  195.38,  232.69,     18440,  428.06,    641.54,   1492.52,   2134.06
2026-06-02,06:54:10.487,   51.12,  185.00,   50.60,  184.37,   51.30,  185.30,   40.20,  184.25,   39.82,  184.10,   39.19,  183.85,  272.23, 1106.88,     18800, 1379.10,   27.34,   34.50,   26.75,   33.93,   27.32,   34.62,   25.85,   33.72,   25.82,   33.79,   25.33,   33.41,  158.40,  203.99,     18800,  362.40,    430.63,   1310.87,   1741.50
2026-06-02,06:54:10.538,  112.03,  216.82,  112.50,  216.07,  112.51,  217.38,  102.28,  217.19,  101.61,  216.69,  102.39,  216.62,  643.32, 1300.76,     18900, 1944.08,   13.88,   25.96,   13.96,   25.55,   14.17,   26.08,   12.67,   25.19,   12.66,   25.18,   12.67,   24.90,   80.00,  152.85,     18940,  232.85,    723.32,   1453.61,   2176.93
2026-06-02,06:54:10.588,   74.52,  206.47,   74.37,  206.61,   74.99,  206.68,   63.46,  205.84,   63.24,  205.95,   62.80,  205.83,  413.38, 1237.37,     18560, 1650.75,   30.09,   39.43,   29.93,   39.12,   30.50,   39.77,   29.00,   38.87,   28.95,   39.06,   28.74,   38.52,  177.22,  234.76,     18460,  411.98,    590.60,   1472.13,   2062.73
2026-06-02,06:54:10.638,  107.89,  224.91,  107.18,  224.15,  108.13,  224.94,   97.85,  222.54,   97.98,  222.41,   97.64,  222.38,  616.68, 1341.34,     18840, 1958.01,   35.80,   45.02,   35.76,   44.86,   36.27,   45.60,   34.11,   44.14,   34.41,   44.68,   33.87,   43.94,  210.21,  268.23,     18820,  478.44,    826.89,   1609.57,   2436.46
2026-06-02,06:54:10.688,   71.93,  202.88,   72.31,  202.61,   72.22,  202.89,   59.56,  201.19,   58.92,  201.34,   58.92,  200.89,  393.86, 1211.81,     18800, 1605.67,   33.77,   45.74,   33.07,   44.84,   33.46,   45.61,   31.12,   44.46,   31.44,   44.81,   31.20,   43.98,  194.05,  269.44,     18780,  463.49,    587.91,   1481.25,   2069.16
2026-06-02,06:54:10.738,   64.21,  224.72,   64.17,  224.93,   64.31,  224.62,   53.44,  223.69,   53.68,  223.45,   53.24,  223.28,  353.05, 1344.68,     18440, 1697.73,   29.53,   38.69,   29.26,   38.41,   29.68,   38.76,   28.95,   38.66,   28.78,   38.27,   28.53,   38.12,  174.74,  230.92,     18460,  405.65,    527.79,   1575.60,   2103.39
2026-06-02,06:54:10.788,   76.42,  223.35,   75.28,  222.15,   76.26,  223.74,   65.36,  222.24,   65.62,  222.27,   65.62,  222.03,  424.56, 1335.78,     18840, 1760.34,   30.61,   39.94,   30.31,   39.33,   30.93,   40.47,   29.38,   39.19,   29.21,   39.21,   28.77,   38.59,  179.20,  236.72,     18820,  415.93,    603.76,   1572.51,   2176.27
2026-06-02,06:54:10.838,   87.85,  207.07,   87.72,  206.12,   87.51,  206.61,   74.89,  205.05,   74.60,  205.20,   74.20,  205.09,  486.78, 1235.15,     18860, 1721.93,   26.94,   43.14,   26.40,   42.48,   26.91,   43.26,   24.73,   42.32,   25.01,   42.75,   24.29,   41.61,  154.28,  255.58,     18800,  409.85,    641.05,   1490.72,   2131.78
2026-06-02,06:54:10.889,  129.71,  272.38,  129.25,  271.24,  129.73,  271.99,  117.40,  270.41,  117.67,  271.21,  116.15,  269.98,  739.90, 1627.20,     18840, 2367.10,   44.59,   45.14,   44.29,   44.65,   44.92,   45.12,   43.42,   44.28,   43.28,   44.45,   43.01,   44.07,  263.52,  267.71,     18840,  531.22,   1003.42,   1894.91,   2898.33
2026-06-02,06:54:10.938,  171.47,  237.59,  171.55,  236.58,  172.40,  237.92,  158.95,  236.62,  158.36,  236.28,  158.10,  236.18,  990.82, 1421.16,     18500, 2411.98,   34.02,   42.42,   33.85,   42.18,   34.35,   42.97,   32.62,   41.79,   32.66,   41.70,   32.59,   41.32,  200.10,  252.38,     18440,  452.48,   1190.92,   1673.54,   2864.46
2026-06-02,06:54:10.989,   83.86,  171.07,   83.55,  170.18,   83.55,  170.96,   74.06,  170.02,   73.97,  169.54,   74.36,  169.93,  473.35, 1021.70,     18820, 1495.05,   26.08,   35.55,   25.98,   35.20,   26.03,   35.56,   24.49,   34.60,   24.58,   35.05,   23.95,   34.26,  151.10,  210.22,     18880,  361.32,    624.45,   1231.92,   1856.38
2026-06-02,06:54:11.039,   58.68,  229.40,   57.47,  228.41,   58.57,  229.21,   46.26,  228.33,   46.57,  228.30,   46.05,  227.83,  313.61, 1371.49,     18820, 1685.10,   29.84,   44.44,   29.12,   43.41,   29.90,   44.74,   27.92,   43.47,   28.10,   43.35,   27.70,   43.07,  172.58,  262.48,     18840,  435.06,    486.19,   1633.97,   2120.16
2026-06-02,06:54:11.088,   93.72,  217.31,   94.07,  217.59,   93.58,  217.59,   80.71,  217.01,   81.04,  217.16,   81.02,  217.27,  524.13, 1303.92,     18440, 1828.05,   28.18,   31.76,   28.30,   31.92,   28.54,   32.14,   28.20,   31.56,   27.98,   31.58,   27.53,   30.89,  168.74,  189.85,     18400,  358.59,    692.86,   1493.77,   2186.64
2026-06-02,06:54:11.138,  106.91,  214.92,  106.16,  214.21,  107.50,  215.12,   97.05,  214.89,   96.50,  214.54,   96.38,  214.25,  610.51, 1287.93,     18916, 1898.44,   32.69,   41.45,   32.21,   40.91,   32.94,   41.88,   30.61,   40.69,   30.99,   40.98,   30.28,   40.23,  189.72,  246.14,     18876,  435.86,    800.23,   1534.07,   2334.30
2026-06-02,06:54:11.188,   89.87,  216.25,   89.50,  215.34,   89.82,  216.07,   77.60,  215.38,   76.78,  215.54,   77.08,  215.41,  500.65, 1293.99,     18820, 1794.64,   27.36,   39.26,   26.68,   38.76,   27.26,   39.74,   25.78,   38.68,   25.96,   38.82,   25.24,   37.80,  158.28,  233.06,     18840,  391.34,    658.93,   1527.05,   2185.98
2026-06-02,06:54:11.239,  101.66,  230.54,  101.66,  229.81,  102.18,  230.76,   87.69,  228.79,   87.44,  228.98,   88.01,  228.75,  568.64, 1377.64,     18900, 1946.28,   30.95,   35.80,   30.67,   35.37,   31.35,   35.83,   30.12,   35.24,   29.87,   35.29,   29.27,   34.65,  182.23,  212.19,     18840,  394.42,    750.86,   1589.83,   2340.69
2026-06-02,06:54:11.288,   75.40,  225.77,   75.79,  225.65,   76.59,  225.66,   66.10,  225.46,   65.50,  225.00,   65.26,  224.99,  424.64, 1352.53,     18480, 1777.18,   16.24,   26.90,   15.92,   26.51,   16.29,   26.80,   14.86,   26.01,   14.77,   26.04,   14.80,   25.75,   92.88,  158.00,     18460,  250.88,    517.52,   1510.54,   2028.06
2026-06-02,06:54:11.339,   65.99,  209.04,   65.47,  209.16,   65.72,  209.26,   52.38,  207.78,   52.99,  208.22,   52.14,  207.55,  354.68, 1251.00,     18860, 1605.68,   30.10,   39.37,   29.41,   38.94,   30.09,   39.63,   28.34,   38.66,   28.65,   39.11,   28.02,   38.28,  174.61,  233.98,     18800,  408.60,    529.29,   1484.99,   2014.27
2026-06-02,06:54:11.389,  158.77,  242.98,  159.65,  242.57,  160.39,  243.12,  147.28,  242.59,  146.38,  242.15,  146.69,  242.37,  919.16, 1455.78,     19020, 2374.94,   35.84,   44.44,   35.43,   43.98,   36.13,   44.65,   34.16,   43.45,   34.07,   43.55,   33.76,   42.78,  209.39,  262.85,     18960,  472.23,   1128.54,   1718.63,   2847.17
