[2025-11-20 09:39:41.089984] #Entity   SMACT        SMOCC        DRAMA        
[2025-11-20 09:40:23.150695] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:23.203754] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:23.256725] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:23.309889] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:23.362785] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:23.415608] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:23.468306] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:23.521478] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:23.574014] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:23.626436] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:23.679360] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:23.732362] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:23.785119] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:23.835256] #Entity   SMACT        SMOCC        DRAMA        
[2025-11-20 09:40:23.835400] ID                                               
[2025-11-20 09:40:23.837468] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:23.889879] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:23.942811] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:23.995794] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:24.048303] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:24.100735] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:24.153409] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:24.206333] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:24.258826] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:24.311107] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:24.363529] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:24.415763] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:24.467830] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:24.519823] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:24.569897] #Entity   SMACT        SMOCC        DRAMA        
[2025-11-20 09:40:24.570053] ID                                               
[2025-11-20 09:40:24.572265] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:24.624728] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:24.676737] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:24.728629] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:24.780868] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:24.832647] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:24.884940] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:24.937421] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:24.989378] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:25.042021] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:25.094807] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:25.146791] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:25.198750] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:25.250741] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:25.300823] #Entity   SMACT        SMOCC        DRAMA        
[2025-11-20 09:40:25.300969] ID                                               
[2025-11-20 09:40:25.302591] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:25.354650] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:25.406641] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:25.458900] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:25.511119] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:25.563754] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:25.616009] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:25.668168] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:25.720516] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:25.773021] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:25.825438] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:25.877566] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:25.929987] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:25.982463] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:26.032565] #Entity   SMACT        SMOCC        DRAMA        
[2025-11-20 09:40:26.032677] ID                                               
[2025-11-20 09:40:26.034633] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:26.086591] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:26.139061] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:26.191352] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:26.243959] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:26.295928] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:26.348266] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:26.400588] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:26.453061] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:26.504928] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:26.556783] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:26.609236] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:26.661467] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:26.713443] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:26.763621] #Entity   SMACT        SMOCC        DRAMA        
[2025-11-20 09:40:26.763761] ID                                               
[2025-11-20 09:40:26.765398] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:26.817652] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:26.869427] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:26.921705] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:26.973938] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:27.025842] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:27.078446] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:27.131118] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:27.183396] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:27.235664] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:27.288208] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:27.340557] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:27.392773] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:27.445050] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:27.495180] #Entity   SMACT        SMOCC        DRAMA        
[2025-11-20 09:40:27.495306] ID                                               
[2025-11-20 09:40:27.497346] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:27.549944] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:27.602967] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:27.655482] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:27.707671] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:27.760595] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:27.813624] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:27.865963] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:27.918408] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:27.971143] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:28.024290] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:28.077144] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:28.129901] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:28.182448] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:28.232529] #Entity   SMACT        SMOCC        DRAMA        
[2025-11-20 09:40:28.232630] ID                                               
[2025-11-20 09:40:28.235200] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:28.288215] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:28.340870] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:28.393218] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:28.445938] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:28.498007] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:28.550492] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:28.602591] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:28.654955] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:28.707490] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:28.759566] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:28.811449] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:28.863998] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:28.916267] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:28.966379] #Entity   SMACT        SMOCC        DRAMA        
[2025-11-20 09:40:28.966497] ID                                               
[2025-11-20 09:40:28.968625] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:29.020771] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:29.073525] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:29.125901] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:29.178887] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:29.231478] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:29.284182] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:29.337293] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:29.390217] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:29.442902] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:29.495466] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:29.548027] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:29.600858] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:29.653787] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:29.703868] #Entity   SMACT        SMOCC        DRAMA        
[2025-11-20 09:40:29.704010] ID                                               
[2025-11-20 09:40:29.706252] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:29.758899] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:29.811513] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:29.864540] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:29.916936] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:29.969268] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:30.021928] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:30.074964] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:30.127617] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:30.180268] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:30.233443] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:30.286178] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:30.338913] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:30.391088] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:30.441140] #Entity   SMACT        SMOCC        DRAMA        
[2025-11-20 09:40:30.441280] ID                                               
[2025-11-20 09:40:30.443251] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:30.495669] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:30.547929] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:30.599963] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:30.651691] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:30.703676] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:30.755947] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:30.807888] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:30.860219] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:30.912480] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:30.964555] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:31.016881] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:31.069181] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:31.121364] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:31.171459] #Entity   SMACT        SMOCC        DRAMA        
[2025-11-20 09:40:31.171600] ID                                               
[2025-11-20 09:40:31.173596] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:31.225965] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:31.278148] GPU 0     0.000        0.000        0.001        
[2025-11-20 09:40:31.330450] GPU 0     0.000        0.000        0.001        
[2025-11-20 09:40:31.382668] GPU 0     0.000        0.000        0.001        
[2025-11-20 09:40:31.435048] GPU 0     0.000        0.000        0.001        
[2025-11-20 09:40:31.487369] GPU 0     0.000        0.000        0.001        
[2025-11-20 09:40:31.539668] GPU 0     0.000        0.000        0.002        
[2025-11-20 09:40:31.591996] GPU 0     0.000        0.000        0.001        
[2025-11-20 09:40:31.644282] GPU 0     0.000        0.000        0.002        
[2025-11-20 09:40:31.696597] GPU 0     0.000        0.000        0.002        
[2025-11-20 09:40:31.748932] GPU 0     0.000        0.000        0.002        
[2025-11-20 09:40:31.801236] GPU 0     0.000        0.000        0.001        
[2025-11-20 09:40:31.853594] GPU 0     0.000        0.000        0.002        
[2025-11-20 09:40:31.903786] #Entity   SMACT        SMOCC        DRAMA        
[2025-11-20 09:40:31.903928] ID                                               
[2025-11-20 09:40:31.905820] GPU 0     0.000        0.000        0.001        
[2025-11-20 09:40:31.958166] GPU 0     0.000        0.000        0.001        
[2025-11-20 09:40:32.010218] GPU 0     0.000        0.000        0.001        
[2025-11-20 09:40:32.062416] GPU 0     0.000        0.000        0.001        
[2025-11-20 09:40:32.114423] GPU 0     0.000        0.000        0.001        
[2025-11-20 09:40:32.166508] GPU 0     0.000        0.000        0.001        
[2025-11-20 09:40:32.218840] GPU 0     0.000        0.000        0.002        
[2025-11-20 09:40:32.271328] GPU 0     0.000        0.000        0.001        
[2025-11-20 09:40:32.323473] GPU 0     0.000        0.000        0.001        
[2025-11-20 09:40:32.375815] GPU 0     0.000        0.000        0.001        
[2025-11-20 09:40:32.428254] GPU 0     0.000        0.000        0.001        
[2025-11-20 09:40:32.480600] GPU 0     0.000        0.000        0.001        
[2025-11-20 09:40:32.532936] GPU 0     0.000        0.000        0.001        
[2025-11-20 09:40:32.585219] GPU 0     0.000        0.000        0.001        
[2025-11-20 09:40:32.635307] #Entity   SMACT        SMOCC        DRAMA        
[2025-11-20 09:40:32.635389] ID                                               
[2025-11-20 09:40:32.637553] GPU 0     0.000        0.000        0.002        
[2025-11-20 09:40:32.689579] GPU 0     0.000        0.000        0.001        
[2025-11-20 09:40:32.741721] GPU 0     0.000        0.000        0.002        
[2025-11-20 09:40:32.793853] GPU 0     0.000        0.000        0.001        
[2025-11-20 09:40:32.846008] GPU 0     0.000        0.000        0.001        
[2025-11-20 09:40:32.898328] GPU 0     0.000        0.000        0.002        
[2025-11-20 09:40:32.950446] GPU 0     0.000        0.000        0.002        
[2025-11-20 09:40:33.002614] GPU 0     0.000        0.000        0.002        
[2025-11-20 09:40:33.054755] GPU 0     0.000        0.000        0.002        
[2025-11-20 09:40:33.106866] GPU 0     0.000        0.000        0.002        
[2025-11-20 09:40:33.158877] GPU 0     0.000        0.000        0.001        
[2025-11-20 09:40:33.211070] GPU 0     0.000        0.000        0.002        
[2025-11-20 09:40:33.263372] GPU 0     0.000        0.000        0.002        
[2025-11-20 09:40:33.315723] GPU 0     0.000        0.000        0.002        
[2025-11-20 09:40:33.365863] #Entity   SMACT        SMOCC        DRAMA        
[2025-11-20 09:40:33.365973] ID                                               
[2025-11-20 09:40:33.368133] GPU 0     0.000        0.000        0.002        
[2025-11-20 09:40:33.420416] GPU 0     0.000        0.000        0.001        
[2025-11-20 09:40:33.472757] GPU 0     0.000        0.000        0.001        
[2025-11-20 09:40:33.525118] GPU 0     0.000        0.000        0.002        
[2025-11-20 09:40:33.577303] GPU 0     0.000        0.000        0.002        
[2025-11-20 09:40:33.629537] GPU 0     0.000        0.000        0.002        
[2025-11-20 09:40:33.681738] GPU 0     0.000        0.000        0.002        
[2025-11-20 09:40:33.733985] GPU 0     0.000        0.000        0.002        
[2025-11-20 09:40:33.786256] GPU 0     0.000        0.000        0.002        
[2025-11-20 09:40:33.838552] GPU 0     0.000        0.000        0.002        
[2025-11-20 09:40:33.890884] GPU 0     0.000        0.000        0.002        
[2025-11-20 09:40:33.943207] GPU 0     0.000        0.000        0.001        
[2025-11-20 09:40:33.995494] GPU 0     0.000        0.000        0.002        
[2025-11-20 09:40:34.047703] GPU 0     0.000        0.000        0.002        
[2025-11-20 09:40:34.097850] #Entity   SMACT        SMOCC        DRAMA        
[2025-11-20 09:40:34.097960] ID                                               
[2025-11-20 09:40:34.100079] GPU 0     0.000        0.000        0.002        
[2025-11-20 09:40:34.152360] GPU 0     0.000        0.000        0.002        
[2025-11-20 09:40:34.204725] GPU 0     0.000        0.000        0.002        
[2025-11-20 09:40:34.257094] GPU 0     0.000        0.000        0.001        
[2025-11-20 09:40:34.309500] GPU 0     0.000        0.000        0.002        
[2025-11-20 09:40:34.361800] GPU 0     0.000        0.000        0.002        
[2025-11-20 09:40:34.414068] GPU 0     0.000        0.000        0.002        
[2025-11-20 09:40:34.466372] GPU 0     0.000        0.000        0.002        
[2025-11-20 09:40:34.518557] GPU 0     0.000        0.000        0.002        
[2025-11-20 09:40:34.570916] GPU 0     0.000        0.000        0.002        
[2025-11-20 09:40:34.623154] GPU 0     0.000        0.000        0.002        
[2025-11-20 09:40:34.675758] GPU 0     0.000        0.000        0.001        
[2025-11-20 09:40:34.727924] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:34.780314] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:34.830477] #Entity   SMACT        SMOCC        DRAMA        
[2025-11-20 09:40:34.830578] ID                                               
[2025-11-20 09:40:34.832413] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:34.884898] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:34.936946] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:34.989241] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:35.041474] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:35.093487] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:35.145823] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:35.198216] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:35.250663] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:35.303500] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:35.356136] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:35.408844] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:35.461192] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:35.513894] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:35.563973] #Entity   SMACT        SMOCC        DRAMA        
[2025-11-20 09:40:35.564038] ID                                               
[2025-11-20 09:40:35.565940] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:35.618380] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:35.670435] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:35.723113] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:35.775427] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:35.828245] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:35.880873] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:35.933985] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:35.986721] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:36.039477] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:36.092629] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:36.150458] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:36.203172] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:36.256009] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:36.306144] #Entity   SMACT        SMOCC        DRAMA        
[2025-11-20 09:40:36.306287] ID                                               
[2025-11-20 09:40:36.309355] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:36.362533] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:36.415420] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:36.468165] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:36.521009] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:36.573987] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:36.626793] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:36.679925] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:36.732434] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:36.784997] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:36.837277] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:36.889855] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:36.942323] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:36.994867] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:37.044916] #Entity   SMACT        SMOCC        DRAMA        
[2025-11-20 09:40:37.044978] ID                                               
[2025-11-20 09:40:37.046980] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:37.099875] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:37.152586] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:37.205342] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:37.257989] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:37.310746] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:37.363319] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:37.416243] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:37.468763] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:37.521685] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:37.574246] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:37.627294] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:37.680437] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:37.733525] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:37.783677] #Entity   SMACT        SMOCC        DRAMA        
[2025-11-20 09:40:37.783770] ID                                               
[2025-11-20 09:40:37.786505] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:37.839585] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:37.892427] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:37.945522] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:37.998253] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:38.051241] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:38.104106] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:38.157059] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:38.210230] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:38.263250] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:38.316225] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:38.369432] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:38.422038] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:38.474829] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:38.524972] #Entity   SMACT        SMOCC        DRAMA        
[2025-11-20 09:40:38.525055] ID                                               
[2025-11-20 09:40:38.527977] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:38.581211] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:38.634189] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:38.687249] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:38.740172] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:38.793455] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:38.846097] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:38.899282] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:38.952488] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:39.005652] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:39.058455] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:39.111395] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:39.164436] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:39.217311] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:39.267439] #Entity   SMACT        SMOCC        DRAMA        
[2025-11-20 09:40:39.267561] ID                                               
[2025-11-20 09:40:39.269945] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:39.323024] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:39.375860] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:39.428569] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:39.481317] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:39.534155] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:39.586835] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:39.639752] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:39.692430] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:39.745305] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:39.798181] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:39.851123] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:39.903887] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:39.956758] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:40.006860] #Entity   SMACT        SMOCC        DRAMA        
[2025-11-20 09:40:40.006942] ID                                               
[2025-11-20 09:40:40.009550] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:40.062695] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:40.115427] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:40.168506] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:40.221713] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:40.274640] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:40.327818] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:40.380780] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:40.433602] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:40.486478] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:40.539491] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:40.592248] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:40.644366] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:40.696755] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:40.746913] #Entity   SMACT        SMOCC        DRAMA        
[2025-11-20 09:40:40.747079] ID                                               
[2025-11-20 09:40:40.749310] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:40.802021] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:40.854387] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:40.906811] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:40.959205] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:41.011630] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:41.063856] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:41.116403] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:41.169115] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:40:41.221935] GPU 0     0.000        0.000        0.000        
