[2026-06-02 06:34:31.116441] #Entity   SMACT        SMOCC        DRAMA        SMCLK        SMMAX        DVCCTR                      TAPCV                       
[2026-06-02 06:34:54.343221] ID                                                                                                                                 
[2026-06-02 06:34:54.345684] GPU 0     0.000        0.000        0.000        1440         2100         0                           607305825378624             
[2026-06-02 06:34:54.398636] GPU 0     0.000        0.000        0.000        1440         2100         0                           607305825378624             
[2026-06-02 06:34:54.451362] GPU 0     0.000        0.000        0.000        1440         2100         0                           607305825378624             
[2026-06-02 06:34:54.504149] GPU 0     0.000        0.000        0.000        1440         2100         0                           607305825378624             
[2026-06-02 06:34:54.556808] GPU 0     0.000        0.000        0.000        1440         2100         0                           607305825378624             
[2026-06-02 06:34:54.609687] GPU 0     0.000        0.000        0.000        1440         2100         0                           607305825378624             
[2026-06-02 06:34:54.662473] GPU 0     0.000        0.000        0.000        1440         2100         0                           607305825378624             
[2026-06-02 06:34:54.715363] GPU 0     0.000        0.000        0.000        1440         2100         0                           607305825378624             
[2026-06-02 06:34:54.768181] GPU 0     0.000        0.000        0.000        1440         2100         0                           607305825378624             
[2026-06-02 06:34:54.821138] GPU 0     0.000        0.000        0.000        1440         2100         0                           607305825378624             
[2026-06-02 06:34:54.873933] GPU 0     0.000        0.000        0.000        1440         2100         0                           607305825378624             
[2026-06-02 06:34:54.926567] GPU 0     0.000        0.000        0.000        1440         2100         0                           607305825378624             
[2026-06-02 06:34:54.979445] GPU 0     0.000        0.000        0.000        1440         2100         0                           607305825378624             
[2026-06-02 06:34:55.032316] GPU 0     0.000        0.000        0.000        1440         2100         0                           607305825378624             
[2026-06-02 06:34:55.082487] #Entity   SMACT        SMOCC        DRAMA        SMCLK        SMMAX        DVCCTR                      TAPCV                       
[2026-06-02 06:34:55.082606] ID                                                                                                                                 
[2026-06-02 06:34:55.084866] GPU 0     0.000        0.000        0.000        1440         2100         0                           607305825378624             
[2026-06-02 06:34:55.137419] GPU 0     0.000        0.000        0.000        1440         2100         0                           607305825378624             
[2026-06-02 06:34:55.190349] GPU 0     0.000        0.000        0.000        1440         2100         0                           607305825378624             
[2026-06-02 06:34:55.243141] GPU 0     0.000        0.000        0.000        1440         2100         0                           607305825378624             
[2026-06-02 06:34:55.296053] GPU 0     0.000        0.000        0.000        1440         2100         0                           607305825378624             
[2026-06-02 06:34:55.348683] GPU 0     0.000        0.000        0.000        1440         2100         0                           607305825378624             
[2026-06-02 06:34:55.401534] GPU 0     0.000        0.000        0.000        1440         2100         0                           607305825378624             
[2026-06-02 06:34:55.454425] GPU 0     0.000        0.000        0.000        1440         2100         0                           607305825378624             
[2026-06-02 06:34:55.507495] GPU 0     0.000        0.000        0.000        1440         2100         0                           607305825378624             
[2026-06-02 06:34:55.560257] GPU 0     0.000        0.000        0.000        1440         2100         0                           607305825378624             
[2026-06-02 06:34:55.612921] GPU 0     0.000        0.000        0.000        1440         2100         0                           607305825378624             
[2026-06-02 06:34:55.666128] GPU 0     0.000        0.000        0.000        1440         2100         0                           607305825378624             
[2026-06-02 06:34:55.719070] GPU 0     0.000        0.000        0.000        1440         2100         0                           607305825378624             
[2026-06-02 06:34:55.771666] GPU 0     0.000        0.000        0.000        1440         2100         0                           607305825378624             
[2026-06-02 06:34:55.821807] #Entity   SMACT        SMOCC        DRAMA        SMCLK        SMMAX        DVCCTR                      TAPCV                       
[2026-06-02 06:34:55.821950] ID                                                                                                                                 
[2026-06-02 06:34:55.824490] GPU 0     0.000        0.000        0.000        1440         2100         0                           607305825378624             
[2026-06-02 06:34:55.877397] GPU 0     0.000        0.000        0.000        1440         2100         0                           607305825378624             
[2026-06-02 06:34:55.930341] GPU 0     0.000        0.000        0.000        1440         2100         0                           607305825378624             
[2026-06-02 06:34:55.983227] GPU 0     0.000        0.000        0.000        1440         2100         0                           607305825378624             
[2026-06-02 06:34:56.036044] GPU 0     0.000        0.000        0.000        1440         2100         0                           607305825378624             
[2026-06-02 06:34:56.089325] GPU 0     0.000        0.000        0.000        1440         2100         0                           607305825378624             
[2026-06-02 06:34:56.142046] GPU 0     0.000        0.000        0.000        1440         2100         0                           607305825378624             
[2026-06-02 06:34:56.194863] GPU 0     0.000        0.000        0.000        1440         2100         0                           607305825378624             
[2026-06-02 06:34:56.247637] GPU 0     0.003        0.002        0.001        1440         2100         0                           607305825378624             
[2026-06-02 06:34:56.300377] GPU 0     0.436        0.297        0.125        1440         2100         0                           607305825378624             
[2026-06-02 06:34:56.353274] GPU 0     0.916        0.618        0.265        1440         2100         0                           607305825378624             
[2026-06-02 06:34:56.406095] GPU 0     0.427        0.289        0.133        1440         2100         0                           607305825378624             
[2026-06-02 06:34:56.459036] GPU 0     0.279        0.180        0.091        1440         2100         0                           607305825378624             
[2026-06-02 06:34:56.511895] GPU 0     0.922        0.625        0.334        1950         2100         0                           607305825378624             
[2026-06-02 06:34:56.561981] #Entity   SMACT        SMOCC        DRAMA        SMCLK        SMMAX        DVCCTR                      TAPCV                       
[2026-06-02 06:34:56.562134] ID                                                                                                                                 
[2026-06-02 06:34:56.564464] GPU 0     0.500        0.338        0.196        1980         2100         4                           607305825378624             
[2026-06-02 06:34:56.617297] GPU 0     0.074        0.021        0.048        1995         2100         0                           607305825378624             
[2026-06-02 06:34:56.670015] GPU 0     0.074        0.021        0.048        1995         2100         0                           607305825378624             
[2026-06-02 06:34:56.722550] GPU 0     0.074        0.021        0.048        1995         2100         0                           607305825378624             
[2026-06-02 06:34:56.775132] GPU 0     0.515        0.134        0.337        1995         2100         0                           607305825378624             
[2026-06-02 06:34:56.827913] GPU 0     0.529        0.149        0.348        1995         2100         0                           607305825378624             
[2026-06-02 06:34:56.880767] GPU 0     0.541        0.161        0.359        1995         2100         0                           607305825378624             
[2026-06-02 06:34:56.933302] GPU 0     0.549        0.175        0.368        1995         2100         0                           607305825378624             
[2026-06-02 06:34:56.986182] GPU 0     0.540        0.178        0.374        1995         2100         0                           607305825378624             
[2026-06-02 06:34:57.039062] GPU 0     0.345        0.133        0.248        1995         2100         0                           607305825378624             
[2026-06-02 06:34:57.091852] GPU 0     0.560        0.217        0.413        1995         2100         0                           607305825378624             
[2026-06-02 06:34:57.144533] GPU 0     0.564        0.215        0.412        1995         2100         0                           607305825378624             
[2026-06-02 06:34:57.197411] GPU 0     0.564        0.219        0.410        1995         2100         0                           607305825378624             
[2026-06-02 06:34:57.250329] GPU 0     0.568        0.222        0.412        1995         2100         0                           607305825378624             
[2026-06-02 06:34:57.300469] #Entity   SMACT        SMOCC        DRAMA        SMCLK        SMMAX        DVCCTR                      TAPCV                       
[2026-06-02 06:34:57.300617] ID                                                                                                                                 
[2026-06-02 06:34:57.303259] GPU 0     0.572        0.227        0.415        1995         2100         0                           607305825378624             
[2026-06-02 06:34:57.356138] GPU 0     0.575        0.231        0.418        1995         2100         0                           607305825378624             
[2026-06-02 06:34:57.409129] GPU 0     0.579        0.237        0.422        1995         2100         0                           607305825378624             
[2026-06-02 06:34:57.461697] GPU 0     0.439        0.180        0.327        1995         2100         0                           607305825378624             
[2026-06-02 06:34:57.514542] GPU 0     0.565        0.215        0.414        1995         2100         0                           607305825378624             
[2026-06-02 06:34:57.567264] GPU 0     0.575        0.219        0.419        1995         2100         0                           607305825378624             
[2026-06-02 06:34:57.620095] GPU 0     0.580        0.225        0.421        1995         2100         0                           607305825378624             
[2026-06-02 06:34:57.672835] GPU 0     0.582        0.229        0.423        1995         2100         0                           607305825378624             
[2026-06-02 06:34:57.725418] GPU 0     0.581        0.231        0.422        1995         2100         0                           607305825378624             
[2026-06-02 06:34:57.778236] GPU 0     0.586        0.237        0.427        1995         2100         0                           607305825378624             
[2026-06-02 06:34:57.831184] GPU 0     0.450        0.186        0.332        1995         2100         0                           607305825378624             
[2026-06-02 06:34:57.884089] GPU 0     0.363        0.153        0.277        1995         2100         0                           607305825378624             
[2026-06-02 06:34:57.936976] GPU 0     0.357        0.135        0.274        1995         2100         0                           607305825378624             
[2026-06-02 06:34:57.989820] GPU 0     0.478        0.278        0.247        1950         2100         4                           607305825378624             
[2026-06-02 06:34:58.040002] #Entity   SMACT        SMOCC        DRAMA        SMCLK        SMMAX        DVCCTR                      TAPCV                       
[2026-06-02 06:34:58.040150] ID                                                                                                                                 
[2026-06-02 06:34:58.042700] GPU 0     0.921        0.621        0.335        1935         2100         4                           607305825378624             
[2026-06-02 06:34:58.095749] GPU 0     0.451        0.267        0.200        1935         2100         4                           607305825378624             
[2026-06-02 06:34:58.148730] GPU 0     0.451        0.267        0.200        1935         2100         4                           607305825378624             
[2026-06-02 06:34:58.201172] GPU 0     0.031        0.009        0.020        1995         2100         0                           607305825378624             
[2026-06-02 06:34:58.254336] GPU 0     0.011        0.003        0.007        1995         2100         0                           607305825378624             
[2026-06-02 06:34:58.307869] GPU 0     0.000        0.000        0.000        1995         2100         0                           607305825378624             
[2026-06-02 06:34:58.361456] GPU 0     0.000        0.000        0.000        1995         2100         0                           607305825378624             
[2026-06-02 06:34:58.415263] GPU 0     0.000        0.000        0.000        1995         2100         0                           607305825378624             
[2026-06-02 06:34:58.468674] GPU 0     0.000        0.000        0.000        1995         2100         0                           607305825378624             
[2026-06-02 06:34:58.522261] GPU 0     0.000        0.000        0.000        1995         2100         0                           607305825378624             
[2026-06-02 06:34:58.575947] GPU 0     0.000        0.000        0.000        1995         2100         0                           607305825378624             
[2026-06-02 06:34:58.629750] GPU 0     0.000        0.000        0.000        1995         2100         0                           607305825378624             
[2026-06-02 06:34:58.683730] GPU 0     0.000        0.000        0.000        1995         2100         0                           607305825378624             
[2026-06-02 06:34:58.737420] GPU 0     0.000        0.000        0.000        1995         2100         0                           607305825378624             
[2026-06-02 06:34:58.787568] #Entity   SMACT        SMOCC        DRAMA        SMCLK        SMMAX        DVCCTR                      TAPCV                       
[2026-06-02 06:34:58.787739] ID                                                                                                                                 
[2026-06-02 06:34:58.791168] GPU 0     0.000        0.000        0.000        1995         2100         0                           607305825378624             
[2026-06-02 06:34:58.845206] GPU 0     0.000        0.000        0.000        1995         2100         0                           607305825378624             
[2026-06-02 06:34:58.899069] GPU 0     0.000        0.000        0.000        1995         2100         0                           607305825378624             
[2026-06-02 06:34:58.952787] GPU 0     0.000        0.000        0.000        1995         2100         0                           607305825378624             
[2026-06-02 06:34:59.006042] GPU 0     0.000        0.000        0.000        1995         2100         0                           607305825378624             
[2026-06-02 06:34:59.059084] GPU 0     0.000        0.000        0.000        1995         2100         0                           607305825378624             
[2026-06-02 06:34:59.112150] GPU 0     0.000        0.000        0.000        1995         2100         0                           607305825378624             
[2026-06-02 06:34:59.165114] GPU 0     0.000        0.000        0.000        1995         2100         0                           607305825378624             
[2026-06-02 06:34:59.217883] GPU 0     0.000        0.000        0.000        1995         2100         0                           607305825378624             
[2026-06-02 06:34:59.270809] GPU 0     0.662        0.448        0.243        1950         2100         4                           607305825378624             
[2026-06-02 06:34:59.323724] GPU 0     0.921        0.620        0.333        1950         2100         4                           607305825378624             
[2026-06-02 06:34:59.376677] GPU 0     0.920        0.622        0.333        1950         2100         4                           607305825378624             
[2026-06-02 06:34:59.429391] GPU 0     0.300        0.124        0.173        1935         2100         4                           607305825378624             
[2026-06-02 06:34:59.482314] GPU 0     0.870        0.586        0.320        1995         2100         0                           607305825378624             
[2026-06-02 06:34:59.532440] #Entity   SMACT        SMOCC        DRAMA        SMCLK        SMMAX        DVCCTR                      TAPCV                       
[2026-06-02 06:34:59.532571] ID                                                                                                                                 
[2026-06-02 06:34:59.535091] GPU 0     0.810        0.538        0.306        1935         2100         4                           607305825378624             
[2026-06-02 06:34:59.587876] GPU 0     0.170        0.045        0.110        1980         2100         4                           607305825378624             
[2026-06-02 06:34:59.641053] GPU 0     0.000        0.000        0.000        1995         2100         0                           607305825378624             
[2026-06-02 06:34:59.694730] GPU 0     0.000        0.000        0.000        1995         2100         0                           607305825378624             
[2026-06-02 06:34:59.748477] GPU 0     0.000        0.000        0.000        1995         2100         0                           607305825378624             
[2026-06-02 06:34:59.802392] GPU 0     0.000        0.000        0.000        1995         2100         0                           607305825378624             
[2026-06-02 06:34:59.856246] GPU 0     0.000        0.000        0.000        1995         2100         0                           607305825378624             
[2026-06-02 06:34:59.910160] GPU 0     0.000        0.000        0.000        1995         2100         0                           607305825378624             
[2026-06-02 06:34:59.963866] GPU 0     0.000        0.000        0.000        1995         2100         0                           607305825378624             
[2026-06-02 06:35:00.017474] GPU 0     0.000        0.000        0.000        1995         2100         0                           607305825378624             
[2026-06-02 06:35:00.071030] GPU 0     0.000        0.000        0.000        1995         2100         0                           607305825378624             
[2026-06-02 06:35:00.124161] GPU 0     0.000        0.000        0.000        1995         2100         0                           607305825378624             
[2026-06-02 06:35:00.177304] GPU 0     0.000        0.000        0.000        1995         2100         0                           607305825378624             
[2026-06-02 06:35:00.230407] GPU 0     0.000        0.000        0.000        1995         2100         0                           607305825378624             
[2026-06-02 06:35:00.280489] #Entity   SMACT        SMOCC        DRAMA        SMCLK        SMMAX        DVCCTR                      TAPCV                       
[2026-06-02 06:35:00.280637] ID                                                                                                                                 
[2026-06-02 06:35:00.283568] GPU 0     0.000        0.000        0.000        1995         2100         0                           607305825378624             
[2026-06-02 06:35:00.336752] GPU 0     0.000        0.000        0.000        1995         2100         0                           607305825378624             
[2026-06-02 06:35:00.389946] GPU 0     0.000        0.000        0.000        1995         2100         0                           607305825378624             
[2026-06-02 06:35:00.443040] GPU 0     0.000        0.000        0.000        1995         2100         0                           607305825378624             
[2026-06-02 06:35:00.496157] GPU 0     0.000        0.000        0.000        1995         2100         0                           607305825378624             
[2026-06-02 06:35:00.549276] GPU 0     0.000        0.000        0.000        1995         2100         0                           607305825378624             
[2026-06-02 06:35:00.602299] GPU 0     0.000        0.000        0.000        1995         2100         0                           607305825378624             
[2026-06-02 06:35:00.655417] GPU 0     0.000        0.000        0.000        1995         2100         0                           607305825378624             
[2026-06-02 06:35:00.708368] GPU 0     0.000        0.000        0.000        1995         2100         0                           607305825378624             
[2026-06-02 06:35:00.761265] GPU 0     0.000        0.000        0.000        1995         2100         0                           607305825378624             
[2026-06-02 06:35:00.814360] GPU 0     0.000        0.000        0.000        1995         2100         0                           607305825378624             
[2026-06-02 06:35:00.867390] GPU 0     0.000        0.000        0.000        1995         2100         0                           607305825378624             
[2026-06-02 06:35:00.920258] GPU 0     0.000        0.000        0.000        1995         2100         0                           607305825378624             
[2026-06-02 06:35:00.973382] GPU 0     0.000        0.000        0.000        1995         2100         0                           607305825378624             
[2026-06-02 06:35:01.023477] #Entity   SMACT        SMOCC        DRAMA        SMCLK        SMMAX        DVCCTR                      TAPCV                       
[2026-06-02 06:35:01.023622] ID                                                                                                                                 
[2026-06-02 06:35:01.026374] GPU 0     0.000        0.000        0.000        1995         2100         0                           607305825378624             
[2026-06-02 06:35:01.079578] GPU 0     0.000        0.000        0.000        1995         2100         0                           607305825378624             
[2026-06-02 06:35:01.132698] GPU 0     0.000        0.000        0.000        1995         2100         0                           607305825378624             
[2026-06-02 06:35:01.185803] GPU 0     0.000        0.000        0.000        1995         2100         0                           607305825378624             
[2026-06-02 06:35:01.238267] GPU 0     0.209        0.140        0.077        1995         2100         0                           607305825378624             
[2026-06-02 06:35:01.290886] GPU 0     0.921        0.620        0.338        1965         2100         4                           607305825378624             
[2026-06-02 06:35:01.343232] GPU 0     0.547        0.363        0.204        1755         2100         0                           607305825378624             
[2026-06-02 06:35:01.395645] GPU 0     0.910        0.616        0.305        1755         2100         0                           607305825378624             
[2026-06-02 06:35:01.448246] GPU 0     0.856        0.580        0.287        1755         2100         0                           607305825378624             
[2026-06-02 06:35:01.500594] GPU 0     0.142        0.038        0.096        1755         2100         0                           607305825378624             
[2026-06-02 06:35:01.553009] GPU 0     0.458        0.254        0.204        1995         2100         0                           607305825378624             
[2026-06-02 06:35:01.605103] GPU 0     0.922        0.624        0.335        1965         2100         4                           607305825378624             
[2026-06-02 06:35:01.657501] GPU 0     0.475        0.271        0.218        1950         2100         4                           607305825378624             
[2026-06-02 06:35:01.710045] GPU 0     0.144        0.039        0.092        1995         2100         4                           607305825378624             
[2026-06-02 06:35:01.760183] #Entity   SMACT        SMOCC        DRAMA        SMCLK        SMMAX        DVCCTR                      TAPCV                       
[2026-06-02 06:35:01.760323] ID                                                                                                                                 
[2026-06-02 06:35:01.762711] GPU 0     0.000        0.000        0.000        1995         2100         0                           607305825378624             
[2026-06-02 06:35:01.815870] GPU 0     0.000        0.000        0.000        1995         2100         0                           607305825378624             
[2026-06-02 06:35:01.868850] GPU 0     0.000        0.000        0.000        1995         2100         0                           607305825378624             
[2026-06-02 06:35:01.921820] GPU 0     0.000        0.000        0.000        1995         2100         0                           607305825378624             
[2026-06-02 06:35:01.974892] GPU 0     0.000        0.000        0.000        1995         2100         0                           607305825378624             
[2026-06-02 06:35:02.027816] GPU 0     0.000        0.000        0.000        1995         2100         0                           607305825378624             
[2026-06-02 06:35:02.080894] GPU 0     0.000        0.000        0.000        1995         2100         0                           607305825378624             
[2026-06-02 06:35:02.133826] GPU 0     0.000        0.000        0.000        1995         2100         0                           607305825378624             
[2026-06-02 06:35:02.186823] GPU 0     0.000        0.000        0.000        1995         2100         0                           607305825378624             
[2026-06-02 06:35:02.239833] GPU 0     0.000        0.000        0.000        1995         2100         0                           607305825378624             
[2026-06-02 06:35:02.292638] GPU 0     0.000        0.000        0.000        1995         2100         0                           607305825378624             
[2026-06-02 06:35:02.345451] GPU 0     0.000        0.000        0.000        1995         2100         0                           607305825378624             
[2026-06-02 06:35:02.398604] GPU 0     0.000        0.000        0.000        1995         2100         0                           607305825378624             
[2026-06-02 06:35:02.451644] GPU 0     0.000        0.000        0.000        1995         2100         0                           607305825378624             
[2026-06-02 06:35:02.501701] #Entity   SMACT        SMOCC        DRAMA        SMCLK        SMMAX        DVCCTR                      TAPCV                       
[2026-06-02 06:35:02.501859] ID                                                                                                                                 
[2026-06-02 06:35:02.504428] GPU 0     0.000        0.000        0.000        1995         2100         0                           607305825378624             
[2026-06-02 06:35:02.557464] GPU 0     0.000        0.000        0.000        1995         2100         0                           607305825378624             
[2026-06-02 06:35:02.610601] GPU 0     0.000        0.000        0.000        1995         2100         0                           607305825378624             
[2026-06-02 06:35:02.663535] GPU 0     0.000        0.000        0.000        1995         2100         0                           607305825378624             
[2026-06-02 06:35:02.716433] GPU 0     0.000        0.000        0.000        1995         2100         0                           607305825378624             
[2026-06-02 06:35:02.769620] GPU 0     0.000        0.000        0.000        1995         2100         0                           607305825378624             
[2026-06-02 06:35:02.822354] GPU 0     0.000        0.000        0.000        1995         2100         0                           607305825378624             
[2026-06-02 06:35:02.875380] GPU 0     0.000        0.000        0.000        1995         2100         0                           607305825378624             
[2026-06-02 06:35:02.928210] GPU 0     0.000        0.000        0.000        1995         2100         0                           607305825378624             
[2026-06-02 06:35:02.981905] GPU 0     0.000        0.000        0.000        1995         2100         0                           607305825378624             
[2026-06-02 06:35:03.035620] GPU 0     0.000        0.000        0.000        1995         2100         0                           607305825378624             
[2026-06-02 06:35:03.089275] GPU 0     0.000        0.000        0.000        1995         2100         0                           607305825378624             
[2026-06-02 06:35:03.142688] GPU 0     0.000        0.000        0.000        1995         2100         0                           607305825378624             
[2026-06-02 06:35:03.197425] GPU 0     0.000        0.000        0.000        1995         2100         0                           607305825378624             
[2026-06-02 06:35:03.247437] #Entity   SMACT        SMOCC        DRAMA        SMCLK        SMMAX        DVCCTR                      TAPCV                       
[2026-06-02 06:35:03.247525] ID                                                                                                                                 
[2026-06-02 06:35:03.249893] GPU 0     0.000        0.000        0.000        1995         2100         0                           607305825378624             
[2026-06-02 06:35:03.302517] GPU 0     0.755        0.512        0.275        1950         2100         4                           607305825378624             
[2026-06-02 06:35:03.355465] GPU 0     0.882        0.593        0.322        1980         2100         4                           607305825378624             
[2026-06-02 06:35:03.408392] GPU 0     0.921        0.619        0.334        1950         2100         4                           607305825378624             
[2026-06-02 06:35:03.460869] GPU 0     0.357        0.112        0.227        1980         2100         4                           607305825378624             
[2026-06-02 06:35:03.513916] GPU 0     0.127        0.036        0.082        1995         2100         0                           607305825378624             
[2026-06-02 06:35:03.567275] GPU 0     0.000        0.000        0.000        1995         2100         0                           607305825378624             
[2026-06-02 06:35:03.620879] GPU 0     0.000        0.000        0.000        1995         2100         0                           607305825378624             
[2026-06-02 06:35:03.674388] GPU 0     0.000        0.000        0.000        1995         2100         0                           607305825378624             
[2026-06-02 06:35:03.728077] GPU 0     0.000        0.000        0.000        1995         2100         0                           607305825378624             
[2026-06-02 06:35:03.781469] GPU 0     0.000        0.000        0.000        1995         2100         0                           607305825378624             
[2026-06-02 06:35:03.834991] GPU 0     0.000        0.000        0.000        1995         2100         0                           607305825378624             
[2026-06-02 06:35:03.888466] GPU 0     0.000        0.000        0.000        1995         2100         0                           607305825378624             
[2026-06-02 06:35:03.942311] GPU 0     0.000        0.000        0.000        1995         2100         0                           607305825378624             
[2026-06-02 06:35:03.992441] #Entity   SMACT        SMOCC        DRAMA        SMCLK        SMMAX        DVCCTR                      TAPCV                       
[2026-06-02 06:35:03.992594] ID                                                                                                                                 
[2026-06-02 06:35:03.995706] GPU 0     0.000        0.000        0.000        1995         2100         0                           607305825378624             
[2026-06-02 06:35:04.049021] GPU 0     0.000        0.000        0.000        1995         2100         0                           607305825378624             
[2026-06-02 06:35:04.102387] GPU 0     0.000        0.000        0.000        1995         2100         0                           607305825378624             
[2026-06-02 06:35:04.155989] GPU 0     0.000        0.000        0.000        1995         2100         0                           607305825378624             
[2026-06-02 06:35:04.209147] GPU 0     0.000        0.000        0.000        1995         2100         0                           607305825378624             
[2026-06-02 06:35:04.262549] GPU 0     0.000        0.000        0.000        1995         2100         0                           607305825378624             
[2026-06-02 06:35:04.316138] GPU 0     0.000        0.000        0.000        1995         2100         0                           607305825378624             
[2026-06-02 06:35:04.370094] GPU 0     0.000        0.000        0.000        1995         2100         0                           607305825378624             
[2026-06-02 06:35:04.423837] GPU 0     0.000        0.000        0.000        1995         2100         0                           607305825378624             
[2026-06-02 06:35:04.477504] GPU 0     0.000        0.000        0.000        1995         2100         0                           607305825378624             
[2026-06-02 06:35:04.531037] GPU 0     0.000        0.000        0.000        1995         2100         0                           607305825378624             
[2026-06-02 06:35:04.584769] GPU 0     0.000        0.000        0.000        1995         2100         0                           607305825378624             
[2026-06-02 06:35:04.638351] GPU 0     0.000        0.000        0.000        1995         2100         0                           607305825378624             
[2026-06-02 06:35:04.691878] GPU 0     0.000        0.000        0.000        1995         2100         0                           607305825378624             
[2026-06-02 06:35:04.742040] #Entity   SMACT        SMOCC        DRAMA        SMCLK        SMMAX        DVCCTR                      TAPCV                       
[2026-06-02 06:35:04.742201] ID                                                                                                                                 
[2026-06-02 06:35:04.745458] GPU 0     0.000        0.000        0.000        1995         2100         0                           607305825378624             
[2026-06-02 06:35:04.799173] GPU 0     0.000        0.000        0.000        1995         2100         0                           607305825378624             
[2026-06-02 06:35:04.852918] GPU 0     0.000        0.000        0.000        1995         2100         0                           607305825378624             
[2026-06-02 06:35:04.906555] GPU 0     0.000        0.000        0.000        1995         2100         0                           607305825378624             
[2026-06-02 06:35:04.959775] GPU 0     0.000        0.000        0.000        1995         2100         0                           607305825378624             
[2026-06-02 06:35:05.013020] GPU 0     0.000        0.000        0.000        1995         2100         0                           607305825378624             
[2026-06-02 06:35:05.065805] GPU 0     0.000        0.000        0.000        1995         2100         0                           607305825378624             
[2026-06-02 06:35:05.119742] GPU 0     0.000        0.000        0.000        1995         2100         0                           607305825378624             
[2026-06-02 06:35:05.173270] GPU 0     0.000        0.000        0.000        1995         2100         0                           607305825378624             
[2026-06-02 06:35:05.228426] GPU 0     0.000        0.000        0.000        1995         2100         0                           607305825378624             
[2026-06-02 06:35:05.281965] GPU 0     0.753        0.509        0.274        1995         2100         0                           607305825378624             
[2026-06-02 06:35:05.334320] GPU 0     0.912        0.613        0.325        1935         2100         4                           607305825378624             
[2026-06-02 06:35:05.387334] GPU 0     0.283        0.186        0.115        1815         2100         0                           607305825378624             
[2026-06-02 06:35:05.439912] GPU 0     0.919        0.620        0.318        1815         2100         0                           607305825378624             
[2026-06-02 06:35:05.490002] #Entity   SMACT        SMOCC        DRAMA        SMCLK        SMMAX        DVCCTR                      TAPCV                       
[2026-06-02 06:35:05.490148] ID                                                                                                                                 
[2026-06-02 06:35:05.492378] GPU 0     0.620        0.402        0.236        1815         2100         0                           607305825378624             
[2026-06-02 06:35:05.545112] GPU 0     0.395        0.100        0.253        1995         2100         4                           607305825378624             
[2026-06-02 06:35:05.597976] GPU 0     0.480        0.299        0.194        1995         2100         0                           607305825378624             
[2026-06-02 06:35:05.650673] GPU 0     0.922        0.624        0.334        1935         2100         4                           607305825378624             
[2026-06-02 06:35:05.703501] GPU 0     0.361        0.225        0.154        1995         2100         4                           607305825378624             
[2026-06-02 06:35:05.756575] GPU 0     0.163        0.044        0.105        1995         2100         0                           607305825378624             
[2026-06-02 06:35:05.809680] GPU 0     0.000        0.000        0.000        1995         2100         0                           607305825378624             
[2026-06-02 06:35:05.863440] GPU 0     0.000        0.000        0.000        1995         2100         0                           607305825378624             
[2026-06-02 06:35:05.916877] GPU 0     0.000        0.000        0.000        1995         2100         0                           607305825378624             
[2026-06-02 06:35:05.970661] GPU 0     0.000        0.000        0.000        1995         2100         0                           607305825378624             
[2026-06-02 06:35:06.024373] GPU 0     0.000        0.000        0.000        1995         2100         0                           607305825378624             
[2026-06-02 06:35:06.077970] GPU 0     0.000        0.000        0.000        1995         2100         0                           607305825378624             
[2026-06-02 06:35:06.131649] GPU 0     0.000        0.000        0.000        1995         2100         0                           607305825378624             
[2026-06-02 06:35:06.185021] GPU 0     0.000        0.000        0.000        1995         2100         0                           607305825378624             
[2026-06-02 06:35:06.235199] #Entity   SMACT        SMOCC        DRAMA        SMCLK        SMMAX        DVCCTR                      TAPCV                       
[2026-06-02 06:35:06.235362] ID                                                                                                                                 
[2026-06-02 06:35:06.238481] GPU 0     0.000        0.000        0.000        1995         2100         0                           607305825378624             
[2026-06-02 06:35:06.292402] GPU 0     0.000        0.000        0.000        1995         2100         0                           607305825378624             
[2026-06-02 06:35:06.345911] GPU 0     0.000        0.000        0.000        1995         2100         0                           607305825378624             
[2026-06-02 06:35:06.399901] GPU 0     0.000        0.000        0.000        1995         2100         0                           607305825378624             
[2026-06-02 06:35:06.453413] GPU 0     0.000        0.000        0.000        1995         2100         0                           607305825378624             
[2026-06-02 06:35:06.507005] GPU 0     0.000        0.000        0.000        1995         2100         0                           607305825378624             
[2026-06-02 06:35:06.560573] GPU 0     0.000        0.000        0.000        1995         2100         0                           607305825378624             
[2026-06-02 06:35:06.613999] GPU 0     0.000        0.000        0.000        1995         2100         0                           607305825378624             
[2026-06-02 06:35:06.667169] GPU 0     0.000        0.000        0.000        1995         2100         0                           607305825378624             
[2026-06-02 06:35:06.720812] GPU 0     0.000        0.000        0.000        1995         2100         0                           607305825378624             
[2026-06-02 06:35:06.774553] GPU 0     0.000        0.000        0.000        1995         2100         0                           607305825378624             
[2026-06-02 06:35:06.828200] GPU 0     0.000        0.000        0.000        1995         2100         0                           607305825378624             
[2026-06-02 06:35:06.882068] GPU 0     0.000        0.000        0.000        1995         2100         0                           607305825378624             
[2026-06-02 06:35:06.935505] GPU 0     0.000        0.000        0.000        1995         2100         0                           607305825378624             
[2026-06-02 06:35:06.985639] #Entity   SMACT        SMOCC        DRAMA        SMCLK        SMMAX        DVCCTR                      TAPCV                       
[2026-06-02 06:35:06.985793] ID                                                                                                                                 
[2026-06-02 06:35:06.989014] GPU 0     0.000        0.000        0.000        1995         2100         0                           607305825378624             
[2026-06-02 06:35:07.042634] GPU 0     0.000        0.000        0.000        1995         2100         0                           607305825378624             
