timestamp,elapsed_time,cpu_power,gpu_power,total_power
2025-11-19 02:25:22.867849,135.763,58.68,256.63,315.31
2025-11-19 02:25:23.020109,135.918,58.33,258.78,317.11
2025-11-19 02:25:23.243681,136.070,58.82,255.25,314.08
2025-11-19 02:25:23.395949,136.294,58.40,259.51,317.90
2025-11-19 02:25:23.548324,136.446,58.77,252.81,311.58
2025-11-19 02:25:23.700691,136.599,58.46,260.85,319.31
2025-11-19 02:25:23.852760,136.751,80.66,257.33,337.98
2025-11-19 02:25:24.004805,136.903,81.00,255.53,336.53
2025-11-19 02:25:24.157152,137.055,59.16,251.93,311.09
2025-11-19 02:25:24.309464,137.207,59.45,250.93,310.38
2025-11-19 02:25:24.466446,137.360,59.21,255.38,314.58
2025-11-19 02:25:24.628811,137.517,59.03,256.44,315.48
2025-11-19 02:25:24.781108,137.679,58.77,260.20,318.97
2025-11-19 02:25:24.933615,137.831,58.98,261.68,320.66
2025-11-19 02:25:25.085770,137.984,58.58,256.64,315.22
2025-11-19 02:25:25.237927,138.136,59.01,260.27,319.29
2025-11-19 02:25:25.392892,138.288,58.77,258.21,316.98
2025-11-19 02:25:25.545208,138.443,58.57,258.88,317.45
2025-11-19 02:25:25.697430,138.595,59.06,257.40,316.45
2025-11-19 02:25:25.849569,138.748,58.03,258.09,316.12
2025-11-19 02:25:26.050596,138.900,59.09,254.65,313.75
2025-11-19 02:25:26.203136,139.101,91.65,252.17,343.81
2025-11-19 02:25:26.355295,139.253,65.40,256.75,322.15
2025-11-19 02:25:26.507764,139.406,58.79,260.83,319.62
2025-11-19 02:25:26.733943,139.558,57.48,258.54,316.01
2025-11-19 02:25:26.887574,139.784,58.65,261.49,320.14
2025-11-19 02:25:27.039877,139.938,58.89,258.79,317.68
2025-11-19 02:25:27.193261,140.090,57.78,254.94,312.72
2025-11-19 02:25:27.412523,140.243,59.22,260.33,319.54
2025-11-19 02:25:27.565125,140.463,58.75,256.60,315.35
2025-11-19 02:25:27.717321,140.615,58.59,254.44,313.03
2025-11-19 02:25:27.869883,140.768,58.15,257.99,316.13
2025-11-19 02:25:28.099315,140.920,58.80,260.30,319.10
2025-11-19 02:25:28.251600,141.150,58.72,260.13,318.86
2025-11-19 02:25:28.403950,141.302,55.54,256.43,311.97
2025-11-19 02:25:28.556384,141.454,58.74,258.58,317.32
2025-11-19 02:25:28.729025,141.627,124.55,247.24,371.79
2025-11-19 02:25:28.881273,141.779,58.98,259.44,318.42
2025-11-19 02:25:29.033275,141.931,59.07,252.30,311.38
2025-11-19 02:25:29.185267,142.083,59.12,258.73,317.85
2025-11-19 02:25:29.337666,142.235,58.85,260.46,319.31
2025-11-19 02:25:29.509759,142.388,59.36,258.86,318.22
2025-11-19 02:25:29.661970,142.560,58.95,258.31,317.26
2025-11-19 02:25:29.814102,142.712,59.27,259.83,319.10
2025-11-19 02:25:29.966263,142.864,59.17,256.86,316.02
2025-11-19 02:25:30.120754,143.016,59.18,255.83,315.00
2025-11-19 02:25:30.273143,143.171,58.81,251.06,309.88
2025-11-19 02:25:30.426007,143.323,58.39,259.04,317.43
2025-11-19 02:25:30.578217,143.476,58.76,257.21,315.97
2025-11-19 02:25:30.730183,143.628,53.51,257.17,310.68
2025-11-19 02:25:30.888620,143.780,58.60,259.64,318.24
2025-11-19 02:25:31.040735,143.939,58.46,253.97,312.43
2025-11-19 02:25:31.193039,144.091,58.46,257.72,316.18
2025-11-19 02:25:31.345248,144.243,58.71,260.42,319.13
2025-11-19 02:25:31.497232,144.395,127.28,253.35,380.63
2025-11-19 02:25:31.649581,144.547,58.85,257.91,316.76
2025-11-19 02:25:31.801665,144.700,59.49,255.94,315.43
2025-11-19 02:25:31.955119,144.852,58.76,257.65,316.41
2025-11-19 02:25:32.107652,145.005,59.27,262.74,322.01
2025-11-19 02:25:32.290763,145.158,59.04,258.42,317.46
2025-11-19 02:25:32.444211,145.341,58.71,259.80,318.51
2025-11-19 02:25:32.596714,145.494,58.12,254.85,312.96
2025-11-19 02:25:32.748876,145.647,58.74,256.44,315.18
2025-11-19 02:25:32.967001,145.799,59.10,263.79,322.89
2025-11-19 02:25:33.119398,146.017,58.82,256.99,315.81
2025-11-19 02:25:33.271646,146.170,58.58,255.99,314.57
2025-11-19 02:25:33.423881,146.322,58.22,258.08,316.30
2025-11-19 02:25:33.641596,146.474,59.19,256.21,315.40
2025-11-19 02:25:33.793839,146.692,59.26,257.69,316.95
2025-11-19 02:25:33.946188,146.844,58.48,257.36,315.84
2025-11-19 02:25:34.098745,146.996,58.51,257.92,316.43
2025-11-19 02:25:34.320608,147.149,64.78,258.24,323.02
2025-11-19 02:25:34.472596,147.371,59.81,253.73,313.54
2025-11-19 02:25:34.626586,147.523,59.81,259.38,319.19
2025-11-19 02:25:34.778908,147.677,59.14,251.94,311.08
2025-11-19 02:25:34.931466,147.829,59.41,263.26,322.67
2025-11-19 02:25:35.086758,147.982,59.13,255.13,314.26
2025-11-19 02:25:35.239055,148.137,58.79,260.26,319.06
2025-11-19 02:25:35.393444,148.289,58.45,259.61,318.06
2025-11-19 02:25:35.545716,148.444,59.04,255.26,314.30
2025-11-19 02:25:35.753440,148.596,59.08,259.14,318.22
2025-11-19 02:25:35.905740,148.804,59.11,254.49,313.60
2025-11-19 02:25:36.059272,148.956,58.79,258.31,317.10
2025-11-19 02:25:36.211762,149.110,58.46,256.69,315.15
2025-11-19 02:25:36.364749,149.262,58.70,259.77,318.48
2025-11-19 02:25:36.520231,149.415,58.87,256.44,315.31
2025-11-19 02:25:36.672515,149.571,58.64,258.05,316.69
2025-11-19 02:25:36.826781,149.723,59.25,255.83,315.08
2025-11-19 02:25:36.979283,149.877,58.72,256.94,315.65
2025-11-19 02:25:37.171941,150.030,63.38,258.01,321.40
2025-11-19 02:25:37.324286,150.222,58.11,257.49,315.60
2025-11-19 02:25:37.490245,150.387,121.61,258.88,380.49
2025-11-19 02:25:37.642315,150.540,59.46,256.61,316.07
2025-11-19 02:25:37.850131,150.693,63.46,256.37,319.83
2025-11-19 02:25:38.002271,150.900,59.47,253.16,312.63
2025-11-19 02:25:38.154438,151.052,59.45,255.34,314.78
2025-11-19 02:25:38.307044,151.205,63.59,246.15,309.74
2025-11-19 02:25:38.468985,151.357,62.23,278.64,340.87
2025-11-19 02:25:38.621509,151.519,61.03,251.12,312.14
2025-11-19 02:25:38.773951,151.672,58.72,257.89,316.61
2025-11-19 02:25:38.927862,151.824,59.36,260.65,320.00
2025-11-19 02:25:39.080152,151.978,59.18,256.81,316.00
2025-11-19 02:25:39.273095,152.130,62.84,256.05,318.89
2025-11-19 02:25:39.425245,152.323,58.91,255.95,314.86
2025-11-19 02:25:39.577721,152.475,59.39,254.14,313.52
2025-11-19 02:25:39.729862,152.628,58.09,262.81,320.90
2025-11-19 02:25:39.882157,152.780,59.53,254.48,314.01
2025-11-19 02:25:40.038080,152.932,59.01,259.08,318.10
2025-11-19 02:25:40.190217,153.088,108.30,258.70,367.00
2025-11-19 02:25:40.342592,153.240,59.90,257.37,317.27
2025-11-19 02:25:40.494833,153.393,59.11,259.95,319.06
2025-11-19 02:25:40.661156,153.545,63.16,256.33,319.49
2025-11-19 02:25:40.813447,153.711,58.96,256.83,315.79
2025-11-19 02:25:40.968817,153.864,59.00,256.44,315.43
2025-11-19 02:25:41.121026,154.019,58.87,257.31,316.17
2025-11-19 02:25:41.343857,154.171,61.75,256.33,318.08
2025-11-19 02:25:41.496241,154.394,59.06,255.98,315.04
2025-11-19 02:25:41.648660,154.547,59.01,253.12,312.14
2025-11-19 02:25:41.801071,154.699,59.29,259.27,318.56
2025-11-19 02:25:41.957624,154.851,60.07,256.20,316.27
2025-11-19 02:25:42.110325,155.008,61.74,256.91,318.65
2025-11-19 02:25:42.262866,155.161,58.54,261.41,319.95
2025-11-19 02:25:42.415448,155.313,58.86,260.26,319.12
2025-11-19 02:25:42.568031,155.466,58.95,256.01,314.96
2025-11-19 02:25:42.758821,155.618,62.70,256.58,319.27
2025-11-19 02:25:42.911259,155.809,59.05,263.51,322.57
2025-11-19 02:25:43.066676,155.962,58.89,259.10,317.99
2025-11-19 02:25:43.219348,156.117,58.78,256.32,315.11
2025-11-19 02:25:43.371913,156.270,61.03,258.52,319.54
2025-11-19 02:25:43.524554,156.422,60.83,257.30,318.12
2025-11-19 02:25:43.676609,156.575,108.09,255.23,363.32
2025-11-19 02:25:43.828686,156.727,59.68,249.58,309.25
2025-11-19 02:25:43.981067,156.879,59.06,259.44,318.50
2025-11-19 02:25:44.151098,157.031,63.23,250.67,313.90
2025-11-19 02:25:44.303579,157.201,59.02,259.93,318.95
2025-11-19 02:25:44.455914,157.354,57.54,262.07,319.61
2025-11-19 02:25:44.608374,157.506,49.04,257.90,306.94
2025-11-19 02:25:44.834561,157.659,52.69,259.18,311.87
2025-11-19 02:25:44.987344,157.885,48.88,257.90,306.78
2025-11-19 02:25:45.139814,158.038,48.55,260.42,308.97
2025-11-19 02:25:45.292196,158.190,48.44,258.50,306.94
2025-11-19 02:25:45.517848,158.342,49.39,256.63,306.02
2025-11-19 02:25:45.671272,158.568,48.85,257.72,306.58
2025-11-19 02:25:45.824219,158.722,48.96,257.88,306.83
2025-11-19 02:25:45.976654,158.875,49.19,256.15,305.34
2025-11-19 02:25:46.129066,159.027,51.58,258.74,310.32
2025-11-19 02:25:46.281311,159.179,58.40,257.29,315.70
2025-11-19 02:25:46.433699,159.332,58.91,257.78,316.69
2025-11-19 02:25:46.585955,159.484,58.52,257.45,315.97
2025-11-19 02:25:46.741937,159.636,59.52,259.51,319.03
2025-11-19 02:25:46.937530,159.792,61.91,258.57,320.49
2025-11-19 02:25:47.089818,159.988,58.57,260.78,319.35
2025-11-19 02:25:47.242464,160.140,58.54,256.81,315.34
2025-11-19 02:25:47.394779,160.293,85.33,257.14,342.47
2025-11-19 02:25:47.598822,160.445,77.58,255.72,333.30
2025-11-19 02:25:47.752291,160.649,59.10,263.00,322.10
2025-11-19 02:25:47.904573,160.803,55.65,255.38,311.03
2025-11-19 02:25:48.057904,160.955,59.03,259.52,318.55
2025-11-19 02:25:48.288242,161.108,59.80,257.78,317.59
2025-11-19 02:25:48.440541,161.338,59.56,255.91,315.47
2025-11-19 02:25:48.593136,161.491,58.70,258.42,317.12
2025-11-19 02:25:48.745424,161.643,58.81,256.92,315.72
2025-11-19 02:25:48.971833,161.796,58.96,259.07,318.03
2025-11-19 02:25:49.126002,162.022,56.87,258.00,314.88
2025-11-19 02:25:49.278347,162.176,59.24,259.12,318.36
2025-11-19 02:25:49.430882,162.329,58.78,254.78,313.56
2025-11-19 02:25:49.583331,162.481,58.58,254.15,312.74
2025-11-19 02:25:49.735716,162.634,58.44,259.25,317.69
2025-11-19 02:25:49.888011,162.786,58.77,255.87,314.64
2025-11-19 02:25:50.040504,162.938,58.86,259.77,318.63
2025-11-19 02:25:50.196585,163.091,58.18,256.77,314.96
2025-11-19 02:25:50.394902,163.247,62.24,250.23,312.47
2025-11-19 02:25:50.547347,163.445,59.32,262.38,321.70
2025-11-19 02:25:50.702033,163.598,58.62,255.58,314.20
2025-11-19 02:25:50.854502,163.752,58.95,258.16,317.11
2025-11-19 02:25:51.008022,163.905,60.61,259.01,319.62
2025-11-19 02:25:51.160280,164.058,60.68,261.13,321.81
2025-11-19 02:25:51.314034,164.211,58.89,255.73,314.62
2025-11-19 02:25:51.466185,164.364,58.54,258.49,317.03
2025-11-19 02:25:51.618392,164.516,59.55,258.37,317.92
2025-11-19 02:25:51.796953,164.669,62.73,257.74,320.47
2025-11-19 02:25:51.949879,164.847,91.88,259.76,351.64
2025-11-19 02:25:52.102118,165.000,69.60,245.87,315.46
2025-11-19 02:25:52.254155,165.152,58.73,258.71,317.44
2025-11-19 02:25:52.479286,165.304,59.43,253.89,313.32
2025-11-19 02:25:52.631517,165.530,58.96,259.43,318.39
2025-11-19 02:25:52.783754,165.682,59.11,253.75,312.85
2025-11-19 02:25:52.936425,165.834,58.70,253.83,312.53
2025-11-19 02:25:53.088719,165.987,59.10,257.63,316.73
2025-11-19 02:25:53.241301,166.139,61.92,257.62,319.54
2025-11-19 02:25:53.396340,166.292,57.51,255.21,312.72
2025-11-19 02:25:53.548767,166.447,58.70,255.68,314.38
2025-11-19 02:25:53.702616,166.599,56.86,256.92,313.78
2025-11-19 02:25:53.914140,166.753,58.70,260.56,319.27
2025-11-19 02:25:54.066592,166.964,58.97,260.02,318.99
2025-11-19 02:25:54.218768,167.117,123.75,254.34,378.10
2025-11-19 02:25:54.370834,167.269,58.75,255.26,314.01
2025-11-19 02:25:54.599415,167.421,61.46,250.54,312.00
2025-11-19 02:25:54.752471,167.650,59.84,258.62,318.46
2025-11-19 02:25:54.904941,167.803,58.77,258.02,316.79
2025-11-19 02:25:55.057310,167.955,59.27,256.43,315.70
2025-11-19 02:25:55.279160,168.108,61.52,259.46,320.99
2025-11-19 02:25:55.431652,168.329,58.83,257.82,316.65
2025-11-19 02:25:55.583862,168.482,58.47,256.93,315.40
2025-11-19 02:25:55.737918,168.634,59.02,255.46,314.47
2025-11-19 02:25:55.890083,168.788,60.42,259.24,319.65
2025-11-19 02:25:56.042295,168.940,59.78,257.57,317.35
2025-11-19 02:25:56.194657,169.093,49.05,258.09,307.15
2025-11-19 02:25:56.346862,169.245,58.55,254.96,313.51
2025-11-19 02:25:56.499160,169.397,56.79,255.64,312.43
2025-11-19 02:25:56.687620,169.549,70.26,258.58,328.84
2025-11-19 02:25:56.839492,169.738,95.53,244.73,340.26
2025-11-19 02:25:56.991868,169.890,59.31,253.06,312.36
2025-11-19 02:25:57.144249,170.042,60.28,257.61,317.89
2025-11-19 02:25:57.299236,170.195,61.97,259.71,321.68
2025-11-19 02:25:57.452111,170.349,57.76,262.64,320.40
2025-11-19 02:25:57.604862,170.502,59.40,258.50,317.90
2025-11-19 02:25:57.761054,170.655,59.49,245.41,304.91
2025-11-19 02:25:57.913780,170.811,62.70,236.29,299.00
2025-11-19 02:25:58.100403,170.964,59.53,260.09,319.63
2025-11-19 02:25:58.252676,171.151,58.74,273.88,332.62
2025-11-19 02:25:58.408741,171.303,58.76,257.17,315.93
2025-11-19 02:25:58.561200,171.459,58.90,255.37,314.27
2025-11-19 02:25:58.714892,171.611,133.03,258.52,391.56
2025-11-19 02:25:58.866868,171.765,61.62,252.69,314.31
2025-11-19 02:25:59.019839,171.917,58.91,253.35,312.27
2025-11-19 02:25:59.171764,172.070,59.29,256.09,315.38
2025-11-19 02:25:59.323902,172.222,58.74,258.21,316.95
2025-11-19 02:25:59.492037,172.374,63.18,259.34,322.52
2025-11-19 02:25:59.644062,172.542,58.98,255.48,314.46
2025-11-19 02:25:59.796504,172.694,58.84,257.80,316.64
2025-11-19 02:25:59.949243,172.847,59.15,256.21,315.36
2025-11-19 02:26:00.101484,172.999,59.30,255.03,314.32
2025-11-19 02:26:00.253458,173.152,61.53,253.76,315.29
2025-11-19 02:26:00.405498,173.304,58.43,259.45,317.88
2025-11-19 02:26:00.557671,173.456,85.37,256.11,341.48
2025-11-19 02:26:00.711756,173.608,76.78,248.48,325.25
2025-11-19 02:26:00.901389,173.762,63.58,257.88,321.46
2025-11-19 02:26:01.056779,173.952,59.05,248.73,307.78
2025-11-19 02:26:01.209194,174.107,58.91,253.00,311.91
2025-11-19 02:26:01.361355,174.259,58.76,258.08,316.84
2025-11-19 02:26:01.582694,174.412,62.90,256.62,319.52
2025-11-19 02:26:01.735138,174.633,55.73,257.92,313.65
2025-11-19 02:26:01.887529,174.785,53.07,255.16,308.24
2025-11-19 02:26:02.039940,174.938,58.52,255.48,314.00
2025-11-19 02:26:02.192440,175.090,60.06,260.99,321.05
2025-11-19 02:26:02.347525,175.243,60.94,260.75,321.69
2025-11-19 02:26:02.499783,175.398,58.74,257.23,315.96
2025-11-19 02:26:02.652170,175.550,57.18,256.80,313.98
2025-11-19 02:26:02.804466,175.702,58.02,258.16,316.18
2025-11-19 02:26:02.957211,175.855,131.07,244.48,375.54
2025-11-19 02:26:03.109397,176.007,61.70,257.04,318.74
2025-11-19 02:26:03.261601,176.160,58.92,255.73,314.65
2025-11-19 02:26:03.414107,176.312,59.10,254.69,313.79
2025-11-19 02:26:03.566566,176.464,59.11,260.65,319.76
2025-11-19 02:26:03.748012,176.617,59.67,254.71,314.38
2025-11-19 02:26:03.903523,176.798,58.72,256.87,315.58
2025-11-19 02:26:04.056026,176.954,58.44,257.15,315.59
2025-11-19 02:26:04.208345,177.106,59.28,257.47,316.76
2025-11-19 02:26:04.429960,177.259,58.59,254.65,313.24
2025-11-19 02:26:04.582242,177.480,58.71,257.15,315.86
2025-11-19 02:26:04.734555,177.633,58.97,255.16,314.14
2025-11-19 02:26:04.887079,177.785,58.53,254.57,313.10
2025-11-19 02:26:05.121885,177.937,60.39,253.44,313.83
2025-11-19 02:26:05.275348,178.172,59.31,255.88,315.20
2025-11-19 02:26:05.427867,178.326,58.29,255.23,313.52
2025-11-19 02:26:05.581275,178.478,100.84,256.85,357.69
2025-11-19 02:26:05.733529,178.631,60.15,255.86,316.01
2025-11-19 02:26:05.887332,178.784,59.48,254.57,314.05
2025-11-19 02:26:06.039845,178.938,60.66,251.21,311.87
2025-11-19 02:26:06.192060,179.090,59.23,261.22,320.45
2025-11-19 02:26:06.344483,179.242,58.83,254.11,312.93
2025-11-19 02:26:06.551697,179.395,59.36,258.30,317.66
2025-11-19 02:26:06.703966,179.602,59.44,257.18,316.61
2025-11-19 02:26:06.857226,179.754,58.44,256.63,315.07
2025-11-19 02:26:07.009437,179.907,58.05,256.97,315.02
2025-11-19 02:26:07.161539,180.060,82.07,260.65,342.72
2025-11-19 02:26:07.313598,180.212,80.67,255.51,336.18
2025-11-19 02:26:07.466221,180.364,59.61,254.52,314.13
2025-11-19 02:26:07.618441,180.516,59.10,254.82,313.92
2025-11-19 02:26:07.770844,180.669,57.47,254.78,312.25
2025-11-19 02:26:07.955500,180.821,59.35,254.35,313.70
2025-11-19 02:26:08.108422,181.006,59.58,258.54,318.12
2025-11-19 02:26:08.260845,181.159,59.40,255.13,314.53
2025-11-19 02:26:08.415194,181.311,58.69,257.81,316.50
2025-11-19 02:26:08.640779,181.466,59.19,258.10,317.28
2025-11-19 02:26:08.794584,181.691,59.42,256.04,315.45
2025-11-19 02:26:08.947001,181.845,59.02,255.54,314.56
2025-11-19 02:26:09.098996,181.997,85.60,253.98,339.59
2025-11-19 02:26:09.309326,182.149,75.74,253.22,328.96
2025-11-19 02:26:09.462147,182.360,59.06,258.30,317.35
2025-11-19 02:26:09.614396,182.512,59.22,252.73,311.94
2025-11-19 02:26:09.766590,182.665,59.07,261.24,320.31
2025-11-19 02:26:09.992797,182.817,62.44,257.18,319.62
2025-11-19 02:26:10.145103,183.043,59.22,254.19,313.41
2025-11-19 02:26:10.297542,183.195,59.01,256.83,315.84
2025-11-19 02:26:10.453640,183.348,59.14,256.57,315.72
2025-11-19 02:26:10.606010,183.504,60.62,254.85,315.46
2025-11-19 02:26:10.758440,183.656,60.55,260.70,321.25
2025-11-19 02:26:10.910830,183.809,59.89,254.86,314.75
2025-11-19 02:26:11.063110,183.961,64.11,258.43,322.54
2025-11-19 02:26:11.215702,184.113,59.42,257.87,317.29
2025-11-19 02:26:11.402840,184.266,62.69,263.36,326.05
2025-11-19 02:26:11.555340,184.453,54.35,256.78,311.12
2025-11-19 02:26:11.707976,184.606,59.81,254.72,314.53
2025-11-19 02:26:11.860247,184.758,59.34,254.82,314.16
2025-11-19 02:26:12.029200,184.911,63.04,260.28,323.32
2025-11-19 02:26:12.213253,185.111,68.60,252.04,320.64
2025-11-19 02:26:12.365642,185.264,59.22,256.57,315.79
2025-11-19 02:26:12.518070,185.416,58.74,261.85,320.59
2025-11-19 02:26:12.670479,185.568,60.18,257.20,317.38
2025-11-19 02:26:12.822823,185.721,62.49,262.25,324.74
2025-11-19 02:26:12.975166,185.873,59.87,254.70,314.57
2025-11-19 02:26:13.127463,186.025,59.02,255.25,314.26
2025-11-19 02:26:13.281616,186.178,59.73,255.94,315.67
2025-11-19 02:26:13.433958,186.332,60.31,255.70,316.02
2025-11-19 02:26:13.587502,186.484,60.70,257.03,317.73
2025-11-19 02:26:13.740886,186.638,58.68,259.22,317.90
2025-11-19 02:26:13.893138,186.791,59.06,259.35,318.41
2025-11-19 02:26:14.046972,186.943,58.82,257.25,316.07
2025-11-19 02:26:14.240454,187.097,62.53,253.19,315.71
2025-11-19 02:26:14.393722,187.291,58.40,256.07,314.47
2025-11-19 02:26:14.546166,187.444,105.45,253.90,359.36
2025-11-19 02:26:14.699447,187.596,58.95,256.40,315.35
2025-11-19 02:26:14.921625,187.750,61.78,251.28,313.06
2025-11-19 02:26:15.073686,187.972,58.29,257.43,315.72
2025-11-19 02:26:15.225659,188.124,58.22,256.99,315.21
2025-11-19 02:26:15.377543,188.276,56.38,253.96,310.33
2025-11-19 02:26:15.605400,188.428,60.39,258.57,318.95
2025-11-19 02:26:15.757786,188.656,58.70,257.24,315.94
2025-11-19 02:26:15.910643,188.808,59.33,255.82,315.15
2025-11-19 02:26:16.062810,188.961,58.88,255.37,314.26
2025-11-19 02:26:16.215197,189.113,59.07,258.86,317.93
2025-11-19 02:26:16.370551,189.266,61.75,262.32,324.07
2025-11-19 02:26:16.522781,189.421,58.63,254.18,312.81
2025-11-19 02:26:16.675377,189.573,58.07,256.53,314.60
2025-11-19 02:26:16.827523,189.726,59.05,255.18,314.23
2025-11-19 02:26:17.052965,189.878,112.77,250.84,363.61
2025-11-19 02:26:17.205522,190.103,59.28,262.80,322.09
2025-11-19 02:26:17.360189,190.256,58.38,251.47,309.85
2025-11-19 02:26:17.512593,190.410,59.17,260.30,319.47
2025-11-19 02:26:17.734333,190.563,60.37,259.07,319.44
2025-11-19 02:26:17.886997,190.785,59.55,255.73,315.27
2025-11-19 02:26:18.039373,190.937,59.34,248.49,307.83
2025-11-19 02:26:18.192256,191.090,59.93,238.30,298.23
2025-11-19 02:26:18.344567,191.242,59.43,288.13,347.56
2025-11-19 02:26:18.497028,191.395,59.00,255.85,314.85
2025-11-19 02:26:18.649374,191.547,59.33,250.82,310.14
2025-11-19 02:26:18.802523,191.700,59.41,254.34,313.74
2025-11-19 02:26:18.958576,191.853,59.72,258.84,318.55
2025-11-19 02:26:19.164570,192.009,58.96,256.50,315.47
2025-11-19 02:26:19.317317,192.215,58.71,254.71,313.42
2025-11-19 02:26:19.469546,192.368,59.25,258.97,318.22
2025-11-19 02:26:19.625712,192.520,58.73,254.66,313.39
2025-11-19 02:26:19.779609,192.676,59.23,258.24,317.47
2025-11-19 02:26:19.932165,192.830,59.07,255.99,315.07
2025-11-19 02:26:20.084504,192.982,59.64,247.29,306.93
2025-11-19 02:26:20.237008,193.135,59.39,256.91,316.31
2025-11-19 02:26:20.393057,193.287,59.69,258.99,318.68
2025-11-19 02:26:20.555809,193.443,59.03,256.58,315.61
2025-11-19 02:26:20.708002,193.606,107.96,253.24,361.20
2025-11-19 02:26:20.860953,193.758,60.60,251.84,312.44
2025-11-19 02:26:21.013289,193.911,59.44,254.90,314.34
2025-11-19 02:26:21.236890,194.064,59.09,253.34,312.43
2025-11-19 02:26:21.389694,194.287,58.97,261.61,320.58
2025-11-19 02:26:21.544960,194.440,58.76,256.72,315.48
2025-11-19 02:26:21.697367,194.595,59.03,256.59,315.62
2025-11-19 02:26:21.849741,194.748,59.40,256.05,315.45
2025-11-19 02:26:22.002281,194.900,59.07,257.51,316.57
2025-11-19 02:26:22.154533,195.053,59.43,254.36,313.78
2025-11-19 02:26:22.306451,195.205,114.41,249.03,363.44
2025-11-19 02:26:22.458904,195.357,60.08,254.83,314.91
2025-11-19 02:26:22.615676,195.509,59.12,254.70,313.82
2025-11-19 02:26:22.767958,195.666,58.97,256.77,315.73
2025-11-19 02:26:22.920292,195.818,58.69,260.44,319.13
2025-11-19 02:26:23.072540,195.971,58.89,257.30,316.20
2025-11-19 02:26:23.306552,196.123,59.45,260.01,319.46
2025-11-19 02:26:23.459009,196.357,58.41,254.03,312.45
2025-11-19 02:26:23.611737,196.509,58.61,257.27,315.88
2025-11-19 02:26:23.764879,196.662,57.63,257.60,315.23
2025-11-19 02:26:23.983097,196.815,60.62,255.63,316.25
2025-11-19 02:26:24.135661,197.034,111.45,249.19,360.64
2025-11-19 02:26:24.291527,197.186,59.86,253.46,313.31
2025-11-19 02:26:24.445134,197.342,60.11,260.62,320.73
2025-11-19 02:26:24.597741,197.495,61.39,255.87,317.26
2025-11-19 02:26:24.750250,197.648,61.09,262.90,323.99
2025-11-19 02:26:24.902672,197.801,58.99,253.35,312.34
2025-11-19 02:26:25.055346,197.953,59.27,255.01,314.28
2025-11-19 02:26:25.207617,198.106,59.11,258.42,317.53
2025-11-19 02:26:25.369700,198.258,59.25,255.02,314.27
2025-11-19 02:26:25.524997,198.420,59.16,255.74,314.91
2025-11-19 02:26:25.677445,198.575,59.24,256.95,316.19
2025-11-19 02:26:25.831713,198.728,59.62,255.86,315.48
2025-11-19 02:26:25.985188,198.882,61.17,258.73,319.90
2025-11-19 02:26:26.137513,199.035,98.07,253.63,351.70
2025-11-19 02:26:26.289329,199.188,53.41,253.09,306.50
2025-11-19 02:26:26.441575,199.340,49.20,259.27,308.47
2025-11-19 02:26:26.597183,199.492,49.25,256.19,305.44
2025-11-19 02:26:26.785768,199.647,62.99,258.21,321.20
2025-11-19 02:26:26.942000,199.836,59.20,253.23,312.43
2025-11-19 02:26:27.094297,199.992,58.77,256.71,315.48
2025-11-19 02:26:27.247705,200.145,59.00,256.74,315.74
2025-11-19 02:26:27.399878,200.298,60.05,259.07,319.12
2025-11-19 02:26:27.552117,200.450,61.89,260.85,322.74
2025-11-19 02:26:27.708071,200.602,58.78,258.28,317.06
2025-11-19 02:26:27.860338,200.758,59.10,254.97,314.07
2025-11-19 02:26:28.012704,200.911,58.67,258.63,317.30
2025-11-19 02:26:28.228276,201.063,61.96,256.35,318.30
2025-11-19 02:26:28.380848,201.279,66.92,255.17,322.09
2025-11-19 02:26:28.533963,201.431,84.68,253.57,338.25
2025-11-19 02:26:28.686815,201.584,58.40,252.80,311.19
2025-11-19 02:26:28.912992,201.737,62.61,247.53,310.13
2025-11-19 02:26:29.065724,201.963,59.53,260.52,320.05
2025-11-19 02:26:29.217806,202.116,59.51,256.02,315.54
2025-11-19 02:26:29.370380,202.268,49.07,256.41,305.49
2025-11-19 02:26:29.525807,202.421,50.89,259.22,310.12
2025-11-19 02:26:29.677999,202.576,59.43,255.66,315.09
2025-11-19 02:26:29.830114,202.728,48.90,256.06,304.96
2025-11-19 02:26:29.982422,202.880,48.75,256.14,304.89
2025-11-19 02:26:30.134959,203.033,49.11,262.07,311.18
2025-11-19 02:26:30.312364,203.185,56.99,254.52,311.51
2025-11-19 02:26:30.464775,203.363,48.56,253.65,302.22
2025-11-19 02:26:30.618543,203.515,48.89,257.68,306.57
2025-11-19 02:26:30.770708,203.669,56.98,258.28,315.26
2025-11-19 02:26:30.929168,203.821,62.84,260.43,323.28
2025-11-19 02:26:31.081997,203.979,103.76,258.93,362.69
2025-11-19 02:26:31.234305,204.132,49.91,252.21,302.12
2025-11-19 02:26:31.386742,204.285,49.53,261.15,310.69
2025-11-19 02:26:31.538950,204.437,49.57,253.10,302.67
2025-11-19 02:26:31.708683,204.589,57.22,257.54,314.76
2025-11-19 02:26:31.861317,204.759,49.03,256.23,305.26
2025-11-19 02:26:32.013707,204.912,48.70,255.06,303.76
2025-11-19 02:26:32.165997,205.064,51.44,259.54,310.98
2025-11-19 02:26:32.321190,205.216,61.80,254.10,315.90
2025-11-19 02:26:32.474642,205.371,60.82,256.31,317.12
2025-11-19 02:26:32.627064,205.525,58.97,255.57,314.55
